Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Year
China Cinda Asset Management,10.654,16.192,1.851,217.86,443,Financials,Investment Services,Asia,China,2019
Daikin Industries,34.573,22.123,1.675,23.416,443,Materials,Construction Materials,Asia,Japan,2019
FirstRand,27.233,7.591,2.254,110.497,445,Financials,Major Banks,Africa,South Africa,2019
Salesforce.com,120.857,13.282,1.11,30.737,446,Information Technology,Software & Programming,North America,United States,2019
KIA Motors,15.004,49.222,1.05,46.412,447,Consumer Discretionary,Auto & Truck Manufacturers,Asia,South Korea,2019
CK Asset Holdings,31.095,6.961,5.119,60.79,448,Financials,Real Estate,Asia,Hong Kong,2019
Consolidated Edison,27.336,12.332,1.382,53.92,448,Utilities,Electric Utilities,North America,United States,2019
Svenska Handelsbanken,21.756,7.415,2.021,341.788,450,Financials,Major Banks,Europe,Sweden,2019
Swire Pacific,18.891,10.795,3.015,55.74,450,Industrials,Conglomerates,Asia,Hong Kong,2019
General Mills,30.969,16.594,1.537,30.286,452,Consumer Staples,Food Processing,North America,United States,2019
CTBC Financial,12.771,16.694,1.195,187.177,453,Financials,Regional Banks,Asia,Taiwan,2019
SK Innovation,14.78,49.532,1.501,32.34,454,Energy,Oil & Gas Operations,Asia,South Korea,2019
Pernod Ricard,45.945,10.724,1.713,35.185,455,Consumer Staples,Beverages,Europe,France,2019
Citic Securities,40.829,7.725,1.431,95.13,456,Financials,Investment Services,Asia,China,2019
New World Development,17.302,10.542,2.98,61.47,457,Financials,Real Estate,Asia,Hong Kong,2019
Waste Management,44.923,14.914,1.925,22.965,458,Industrials,Environmental & Waste,North America,United States,2019
Sempra Energy,34.93,11.661,1.05,60.638,459,Utilities,Natural Gas Utilities,North America,United States,2019
Aegon,10.748,30.872,0.838,425.396,460,Financials,Diversified Insurance,Europe,Netherlands,2019
State Bank of India,40.012,47.523,-0.948,536.689,460,Financials,Regional Banks,Asia,India,2019
American International Group,40.043,47.208,-0.006,491.984,462,Financials,Diversified Insurance,North America,United States,2019
Toyota Industries,17.205,19.64,1.344,46.435,463,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,2019
Vodafone,49.557,53.869,-3.846,155.246,464,Telecommunication Services,Telecommunications services,Europe,United Kingdom,2019
Sampo,25.757,9.493,1.99,56.094,465,Financials,Diversified Insurance,Europe,Finland,2019
Subaru,19.579,29.137,1.682,26.159,466,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,2019
IntercontinentalExchange,45.179,6.276,1.988,92.791,467,Financials,Investment Services,North America,United States,2019
LG Chem,24.864,25.609,1.338,25.94,468,Materials,Specialized Chemicals,Asia,South Korea,2019
Fifth Third Bank,21.206,7.428,2.171,146.069,469,Financials,Regional Banks,North America,United States,2019
Dell Technologies,45.183,90.396,-2.31,111.82,470,Information Technology,Computer Hardware,North America,United States,2019
SK Telecom,15.455,15.333,2.828,37.972,471,Telecommunication Services,Telecommunications services,Asia,South Korea,2019
VTB Bank,7.296,23.649,2.762,212.773,471,Financials,Regional Banks,Asia,Russia,2019
Banorte,18.849,10.422,1.661,82.69,473,Financials,Regional Banks,North America,Mexico,2019
Swiss Re,30.447,37.294,0.402,200.512,474,Financials,Diversified Insurance,Europe,Switzerland,2019
Mitsubishi Chemical,10.079,35.258,1.891,51.168,475,Materials,Diversified Chemicals,Asia,Japan,2019
Centene,19.916,60.116,0.9,30.901,476,Health Care,Managed Health Care,North America,United States,2019
BAE Systems,20.442,22.429,1.333,32.028,477,Industrials,Aerospace & Defense,North America,United States,2019
Hana Financial Group,10.034,13.115,2.003,345.052,478,Financials,Regional Banks,Asia,South Korea,2019
Fast Retailing,57.709,20.013,1.491,18.103,479,Consumer Discretionary,Apparel/Footwear Retail,Asia,Japan,2019
CNH Industrial,15.204,29.713,1.068,46.1,480,Industrials,Heavy Equipment,Europe,United Kingdom,2019
Bank Mandiri,25.921,8.007,1.757,83.615,481,Financials,Regional Banks,Asia,Indonesia,2019
HeidelbergCement,16.263,21.323,1.348,41.888,482,Materials,Construction Materials,Europe,Germany,2019
Hewlett Packard Enterprise,22.831,30.629,0.649,51.758,482,Information Technology,Computer Hardware,North America,United States,2019
Talanx,10.261,41.557,0.829,179.064,484,Financials,Diversified Insurance,Europe,Germany,2019
Cummins,26.431,23.771,2.141,19.062,485,Industrials,Heavy Equipment,North America,United States,2019
Orsted,31.405,11.486,2.822,26.743,486,Energy,Oil & Gas Operations,Europe,Denmark,2019
WPP,15.159,20.804,1.417,43.134,487,Consumer Discretionary,Advertising,Europe,United Kingdom,2019
Marsh & McLennan,47.569,14.913,1.65,21.578,488,Financials,Insurance Brokers,North America,United States,2019
Grupo ACS,14.129,43.248,1.079,39.205,489,Industrials,Construction Services,Europe,Spain,2019
Xcel Energy,28.142,11.527,1.262,47.745,490,Utilities,Electric Utilities,North America,United States,2019
Las Vegas Sands,52.721,13.796,1.539,22.547,491,Consumer Discretionary,Casinos & Gaming,North America,United States,2019
NTPC,19.32,13.214,1.636,44.629,492,Utilities,Electric Utilities,Asia,India,2019
China Zheshang Bank,10.355,12.901,1.714,239.927,493,Financials,Regional Banks,Asia,China,2019
Commerzbank,11.444,15.165,1.008,528.557,494,Financials,Regional Banks,Europe,Germany,2019
Toyota Tsusho,11.558,61.031,1.142,40.246,495,Industrials,Trading Companies,Asia,Japan,2019
Lennar,17.099,21.446,1.784,28.75,496,Industrials,Construction Services,North America,United States,2019
Swedbank,18.588,6.614,2.432,253.342,497,Financials,Major Banks,Europe,Sweden,2019
Compass Group,35.47,30.866,1.512,16.447,498,Consumer Discretionary,Restaurants,Europe,United Kingdom,2019
Woolworths,29.305,42.941,1.295,17.522,499,Consumer Staples,Food Retail,Australia,Australia,2019
Novatek,52.684,13.175,2.606,17.534,500,Energy,Oil & Gas Operations,Asia,Russia,2019
National Bank of Canada,15.889,8.44,1.652,200.529,501,Financials,Regional Banks,North America,Canada,2019
LG Electronics,11.719,55.739,1.127,39.728,502,Consumer Discretionary,Consumer Electronics,Asia,South Korea,2019
Thales,25.739,18.705,1.158,29.157,503,Industrials,Aerospace & Defense,Europe,France,2019
Public Service Enterprise Group,29.729,9.88,1.438,45.326,504,Utilities,Electric Utilities,North America,United States,2019
Adobe,132.025,9.496,2.682,19.506,505,Information Technology,Software & Programming,North America,United States,2019
China Taiping Insurance,11.865,27.254,0.846,94.255,505,Financials,Diversified Insurance,Asia,Hong Kong,2019
TE Connectivity,30.25,14.365,2.977,19.188,507,Information Technology,Electronics,Europe,Switzerland,2019
Mitsubishi Estate,22.829,11.571,1.197,53.442,508,Financials,Real Estate,Asia,Japan,2019
Metallurgical Corp of China,10.899,43.185,0.959,63.929,509,Industrials,Construction Services,Asia,China,2019
Emirates NBD,18.157,6.905,2.571,136.216,510,Financials,Regional Banks,Asia,United Arab Emirates,2019
Kansai Electric Power,12.625,29.51,0.889,65.062,510,Utilities,Electric Utilities,Asia,Japan,2019
Ecolab,52.829,14.668,1.429,20.075,512,Materials,Specialized Chemicals,North America,United States,2019
DXC Technology,17.325,21.767,1.543,28.871,513,Consumer Discretionary,Business & Personal Services,North America,United States,2019
M&T Bank,22.732,6.608,2.04,120.025,514,Financials,Regional Banks,North America,United States,2019
Fujitsu,14.592,36.072,1.497,27.272,515,Information Technology,Computer Hardware,Asia,Japan,2019
Constellation Brands,37.284,8.116,3.436,29.232,516,Consumer Staples,Beverages,North America,United States,2019
Wesfarmers,28.372,33.768,2.032,14.492,517,Consumer Staples,Food Retail,Australia,Australia,2019
CLP Holdings,28.565,11.665,1.729,29.442,518,Utilities,Electric Utilities,Asia,Hong Kong,2019
Al Rajhi Bank,49.666,4.753,2.745,97.301,519,Financials,Regional Banks,Asia,Saudi Arabia,2019
Asahi Group Holdings,19.914,19.198,1.37,28.066,520,Consumer Staples,Beverages,Asia,Japan,2019
Illinois Tool Works,51.761,14.768,2.563,14.87,521,Industrials,Other Industrial Equipment,North America,United States,2019
Fujifilm Holdings,19.489,21.943,1.062,31.111,522,Consumer Discretionary,Consumer Electronics,Asia,Japan,2019
Saint-Gobain,22.546,49.283,0.495,50.347,523,Materials,Construction Materials,Europe,France,2019
Cognizant,41.028,16.125,2.101,15.913,524,Information Technology,Computer Services,North America,United States,2019
Tatneft,27.238,14.876,3.372,17.316,524,Energy,Oil & Gas Operations,Asia,Russia,2019
DTE Energy,22.574,14.189,1.118,36.288,526,Utilities,Electric Utilities,North America,United States,2019
KeyCorp,16.816,7.329,1.866,140.305,527,Financials,Major Banks,North America,United States,2019
Recruit Holdings,47.054,20.723,1.531,15.099,527,Consumer Discretionary,Business & Personal Services,Asia,Japan,2019
NVIDIA,113.362,11.716,4.142,13.292,529,Information Technology,Semiconductors,North America,United States,2019
Sasol,20.994,14.809,1.25,32.844,530,Materials,Diversified Chemicals,Africa,South Africa,2019
JFE Holdings,10.06,35.738,1.422,41.777,531,Materials,Iron & Steel,Asia,Japan,2019
Bank of Ningbo,17.96,7.047,1.691,162.609,532,Financials,Regional Banks,Asia,China,2019
eBay,31.476,10.754,2.53,22.819,533,Consumer Discretionary,Internet & Catalog Retail,North America,United States,2019
Mitsubishi Heavy Industries,13.851,37.655,0.734,48.032,534,Industrials,Heavy Equipment,Asia,Japan,2019
Citizens Financial Group,16.279,7.168,1.721,161.31,535,Financials,Regional Banks,North America,United States,2019
Weichai Power,14.366,24.022,1.31,30.686,535,Industrials,Heavy Equipment,Asia,China,2019
Nucor,17.525,25.067,2.351,17.921,537,Materials,Iron & Steel,North America,United States,2019
Sherwin-Williams,41.932,17.534,1.109,19.134,538,Consumer Discretionary,Home Improvement Retail,North America,United States,2019
Formosa Petrochemical,35.368,25.454,1.993,13.201,539,Energy,Oil & Gas Operations,Asia,Taiwan,2019
Ally Financial,11.924,10.68,1.263,178.869,540,Financials,Regional Banks,North America,United States,2019
Murata Manufacturing,33.891,14.077,1.757,18.66,541,Information Technology,Electronics,Asia,Japan,2019
Northern Trust,20.073,6.655,1.536,132.213,542,Financials,Regional Banks,North America,United States,2019
American Tower,85.26,7.44,1.236,33.01,543,Financials,Real Estate,North America,United States,2019
China Fortune Land Development,14.482,10.382,1.595,57.755,544,Industrials,Construction Services,Asia,China,2019
CME Group,63.108,4.321,1.962,77.54,545,Financials,Investment Services,North America,United States,2019
Samsung Fire & Marine,11.198,18.558,0.973,70.463,546,Financials,Property & Casualty Insurance,Asia,South Korea,2019
Deutsche Bank,18.074,42.269,0.314,1541.123,547,Financials,Major Banks,Europe,Germany,2019
Kraft Heinz Company,40.192,26.259,-10.229,103.627,548,Consumer Staples,Food Processing,North America,United States,2019
Qingdao Haier,16.957,26.818,1.138,24.362,549,Consumer Discretionary,Household Appliances,Asia,China,2019
Associated British Foods,25.822,20.759,1.354,17.855,550,Consumer Staples,Food Processing,Australia,Australia,2019
MTR,37.07,6.881,2.042,35.084,551,Industrials,Railroads,Asia,Hong Kong,2019
Tata Steel,8.97,23.192,2.641,34.334,552,Materials,Iron & Steel,Asia,India,2019
Bank Central Asia,49.38,5.233,1.816,57.357,553,Financials,Regional Banks,Asia,Indonesia,2019
Bank of Nanjing,11.525,8.563,1.653,176.888,554,Financials,Regional Banks,Asia,China,2019
Telenor,29,13.558,1.383,22.089,555,Telecommunication Services,Telecommunications services,Europe,Norway,2019
Colgate-Palmolive,59.628,15.544,2.4,12.161,556,Consumer Staples,Household/Personal Care,North America,United States,2019
Boston Scientific,48.82,9.823,1.671,20.999,557,Health Care,Medical Equipment & Supplies,North America,United States,2019
Kimberly-Clark,42.515,18.486,1.41,14.518,558,Consumer Staples,Household/Personal Care,North America,United States,2019
China National Building,8.01,32.984,1.219,63.598,559,Materials,Construction Materials,Asia,China,2019
CBS,19.628,14.514,1.96,21.859,560,Consumer Discretionary,Broadcasting & Cable,North America,United States,2019
Dollar General,32.021,25.625,1.589,13.296,560,Consumer Discretionary,Discount Stores,North America,United States,2019
DISH Network,16.325,13.621,1.575,30.72,562,Consumer Discretionary,Broadcasting & Cable,North America,United States,2019
Keurig Dr Pepper,37.449,9.025,0.808,48.918,563,Consumer Staples,Beverages,North America,United States,2019
Kubota,18.044,16.754,1.255,26.393,564,Industrials,Heavy Equipment,Asia,Japan,2019
Rakuten,14.452,9.973,1.288,66.946,565,Consumer Discretionary,Internet & Catalog Retail,Asia,Japan,2019
Merck,45.844,17.745,0.46,42.757,566,Health Care,Pharmaceuticals,Europe,Germany,2019
Rogers Communications,26.593,11.647,1.589,23.369,566,Telecommunication Services,Telecommunications services,North America,Canada,2019
PPL,22.329,7.785,1.825,43.396,568,Utilities,Electric Utilities,North America,United States,2019
Aisin Seiki,10.995,36.613,1.099,32.46,569,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,2019
Aroundtown,9.06,,1.912,21.766,570,Financials,Real Estate,Europe,Luxembourg,2019
Aon,42.14,10.761,1.052,26.422,571,Consumer Discretionary,Business & Personal Services,Europe,United Kingdom,2019
Sinopharm Group,11.103,51.874,0.88,34.34,572,Health Care,Pharmaceuticals,Asia,China,2019
Royal Caribbean Cruises,25.31,9.494,1.811,27.698,573,Consumer Discretionary,Hotels & Motels,North America,United States,2019
Norilsk Nickel,35.886,11.603,3.016,15.273,574,Materials,Diversified Metals & Mining,Asia,Russia,2019
Woori Financial Group,8.341,10.953,1.71,305.115,575,Financials,Regional Banks,Asia,South Korea,2019
Kirin Holdings,19.63,17.48,1.483,20.996,576,Consumer Staples,Beverages,Asia,Japan,2019
NXP Semiconductors,33.064,9.407,2.208,21.53,577,Information Technology,Semiconductors,Europe,Netherlands,2019
Saudi Electricity,18.288,17.081,0.476,123.839,578,Utilities,Electric Utilities,Asia,Saudi Arabia,2019
Swisscom,24.083,11.969,1.56,22.911,579,Telecommunication Services,Telecommunications services,Europe,Switzerland,2019
McKesson,21.887,213.518,-0.316,61.011,580,Health Care,Pharmaceuticals,North America,United States,2019
Nidec,41.441,13.912,1.269,17.161,581,Industrials,Electrical Equipment,Asia,Japan,2019
Omnicom Group,18.12,15.13,1.325,25.211,582,Consumer Discretionary,Advertising,North America,United States,2019
Coal India,22.535,14.379,1.86,18.318,583,Materials,Diversified Metals & Mining,Asia,India,2019
RELX,43.358,9.99,1.896,17.829,584,Information Technology,Computer Services,Europe,United Kingdom,2019
Ingersoll Rand,27.314,15.668,1.338,17.915,585,Industrials,Conglomerates,Europe,Ireland,2019
FirstEnergy,21.522,11.454,0.913,40.063,586,Utilities,Electric Utilities,North America,United States,2019
Anadarko Petroleum,32.216,13.078,0.605,40.376,587,Energy,Oil & Gas Operations,North America,United States,2019
Korea Electric Power,16.289,55.09,-1.194,166.024,588,Utilities,Electric Utilities,Asia,South Korea,2019
Regions Financial,15.521,6.518,1.543,128.802,589,Financials,Major Banks,North America,United States,2019
Simon Property Group,55.019,5.655,2.151,30.686,590,Financials,Real Estate,North America,United States,2019
Corning,27.365,11.29,1.066,27.505,591,Information Technology,Communications Equipment,North America,United States,2019
The Estée Lauder Companies,61.517,14.194,1.631,12.676,591,Consumer Staples,Household/Personal Care,North America,United States,2019
Henderson Land,27.967,2.838,3.975,56.34,593,Financials,Real Estate,Asia,Hong Kong,2019
Grupo Mexico,24.323,10.491,1.318,26.871,594,Materials,Diversified Metals & Mining,North America,Mexico,2019
Allergan,46.333,15.787,-5.096,101.788,595,Health Care,Pharmaceuticals,Europe,Ireland,2019
H&M - Hennes & Mauritz,29.74,24.253,1.362,13.165,595,Consumer Discretionary,Apparel/Footwear Retail,Europe,Sweden,2019
Loews,14.958,14.065,0.636,78.316,595,Financials,Diversified Insurance,North America,United States,2019
VMware,77.2,8.973,2.422,14.662,598,Information Technology,Software & Programming,North America,United States,2019
Best Buy,19.721,42.879,1.464,13.174,599,Information Technology,Computer & Electronics Retail,North America,United States,2019
First Data,23.69,9.498,1.005,38.327,600,Consumer Discretionary,Business & Personal Services,North America,United States,2019
Air Products & Chemicals,43.509,8.938,1.691,19.142,601,Materials,Specialized Chemicals,North America,United States,2019
Astellas Pharma,26.022,11.824,1.934,17.576,602,Health Care,Pharmaceuticals,Asia,Japan,2019
Asahi Kasei,14.094,19.417,1.316,23.671,603,Materials,Diversified Chemicals,Asia,Japan,2019
Entergy,17.801,11.069,0.863,48.275,604,Utilities,Electric Utilities,North America,United States,2019
Ageas,10.179,12.315,0.955,115.488,605,Financials,Diversified Insurance,Europe,Belgium,2019
PPG,28.299,15.374,1.341,16.015,606,Materials,Diversified Chemicals,North America,United States,2019
Shimao Property Holdings,10.164,12.972,1.336,54.998,607,Financials,Real Estate,Asia,Hong Kong,2019
Sumitomo Electric,10.735,28.701,1.163,28.379,608,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,2019
Formosa Chemicals,20.619,13.526,1.617,19.244,609,Materials,Specialized Chemicals,Asia,Taiwan,2019
Atlantia,21.067,6.873,0.965,91.242,610,Industrials,Other Transportation,Europe,Italy,2019
Kotak Mahindra Bank,37.893,6.285,1.016,50.107,611,Financials,Regional Banks,Asia,India,2019
Tenaga Nasional,16.693,12.488,0.923,37.192,612,Utilities,Electric Utilities,Asia,Malaysia,2019
JD.com,43.634,69.805,-0.361,30.465,613,Consumer Discretionary,Internet & Catalog Retail,Asia,China,2019
Wheelock,14.479,6.187,2.2,75.693,614,Financials,Real Estate,Asia,Hong Kong,2019
Western Digital,16.11,19.391,0.841,27.939,615,Information Technology,Computer Storage Devices,North America,United States,2019
Industrial Bank of Korea,7.307,11.121,1.594,259.464,616,Financials,Regional Banks,Asia,South Korea,2019
Baxter International,37.991,11.127,1.624,15.641,617,Health Care,Medical Equipment & Supplies,North America,United States,2019
Dongfeng Motor Group,9.379,15.889,1.983,32.993,618,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,2019
Nintendo,36.573,10.829,1.568,16.6,619,Consumer Discretionary,Recreational Products,Asia,Japan,2019
Aeon,15.189,77.102,0.214,90.277,620,Consumer Staples,Food Retail,Asia,Japan,2019
Coca-Cola European Partners,24.715,13.577,1.071,20.824,621,Consumer Staples,Beverages,Europe,United Kingdom,2019
Vonovia,25.764,4.777,2.674,56.457,621,Industrials,Construction Services,Europe,Germany,2019
Teck Resources,14.094,9.693,2.397,29.013,623,Materials,Diversified Metals & Mining,North America,Canada,2019
Evonik,14.262,17.723,1.101,24.662,624,Materials,Specialized Chemicals,Europe,Germany,2019
TELUS,22.356,10.875,1.234,24.209,625,Telecommunication Services,Telecommunications services,North America,Canada,2019
RWE Group,15.828,24.794,0.395,98.259,626,Utilities,Electric Utilities,Europe,Germany,2019
Devon Energy,14.705,11.739,3.052,19.566,627,Energy,Oil & Gas Operations,North America,United States,2019
Bharat Petroleum,11.329,36.459,1.397,18.769,628,Energy,Oil & Gas Operations,Asia,India,2019
Eversource Energy,22.198,8.448,1.033,38.241,629,Utilities,Electric Utilities,North America,United States,2019
Oneok,28.537,12.708,1.152,18.232,630,Energy,Oil Services & Equipment,North America,United States,2019
TD Ameritrade Holding,30.038,5.706,1.78,37.191,631,Financials,Investment Services,North America,United States,2019
Siam Commercial Bank,13.67,7.098,1.239,97.891,632,Financials,Regional Banks,Asia,Thailand,2019
Edp-energias De Portugal,14.074,18.024,0.613,47.586,633,Utilities,Electric Utilities,Europe,Portugal,2019
Resona Holdings,9.658,6.951,1.581,537.392,634,Financials,Regional Banks,Asia,Japan,2019
Sumitomo Realty,17.317,9.081,1,45.458,635,Financials,Real Estate,Asia,Japan,2019
Raiffeisen Bank International,8.88,8.833,1.426,160.173,636,Financials,Regional Banks,Europe,Austria,2019
Daqin Railway,18.78,10.779,2.178,19.319,637,Industrials,Railroads,Asia,China,2019
Idemitsu Kosan,9.221,39.898,1.078,27.897,638,Energy,Oil & Gas Operations,Asia,Japan,2019
Unibail-Rodamco,40.261,3.225,1.216,73.764,638,Financials,Real Estate,Europe,Netherlands,2019
Parker-Hannifin,24.569,14.518,1.407,15.308,640,Industrials,Other Industrial Equipment,North America,United States,2019
BOE Technology Group,20.288,14.525,0.535,44.282,641,Information Technology,Electronics,Asia,China,2019
Nokia,32.305,26.62,-0.402,46.612,642,Information Technology,Communications Equipment,Europe,Finland,2019
Infosys,45.135,11.575,2.195,11.867,643,Information Technology,Computer Services,Asia,India,2019
Public Bank,21.048,5.039,1.385,101.559,644,Financials,Regional Banks,Asia,Malaysia,2019
Kao,36.228,13.654,1.392,13.316,645,Consumer Staples,Household/Personal Care,Asia,Japan,2019
Mapfre,9.168,25.167,0.624,70.198,646,Financials,Diversified Insurance,Europe,Spain,2019
Geely Automobile Holdings,20.949,16.141,1.905,13.321,647,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Hong Kong,2019
Siam Cement,17.343,14.8,1.384,18.114,648,Materials,Specialized Chemicals,Asia,Thailand,2019
Nan Ya Plastics,19.879,11.047,1.749,18.553,649,Materials,Diversified Chemicals,Asia,Taiwan,2019
PKN Orlen,11.364,30.362,1.565,17.074,650,Energy,Oil & Gas Operations,Europe,Poland,2019
Naturgy Energy Group,27.534,28.714,-3.353,46.447,651,Utilities,Natural Gas Utilities,Europe,Spain,2019
Kellogg,20.09,13.547,1.336,17.78,652,Consumer Staples,Food Processing,North America,United States,2019
WEC Energy Group,24.066,7.68,1.061,34.438,653,Utilities,Electric Utilities,North America,United States,2019
CNPC Capital,18.895,5.407,1.094,129.835,654,Industrials,Heavy Equipment,Asia,China,2019
Kyocera,22.119,14.908,0.642,27.533,655,Information Technology,Electronics,Asia,Japan,2019
Telia,18.669,9.604,1.202,28.039,656,Telecommunication Services,Telecommunications services,Europe,Sweden,2019
Eletrobrás,11.084,6.877,3.638,46.755,657,Utilities,Electric Utilities,South America,Brazil,2019
Guangzhou Automobile Group,19.281,10.614,1.67,19.243,658,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,2019
CIMB Group Holdings,11.659,6.398,1.384,129.241,659,Financials,Regional Banks,Asia,Malaysia,2019
Prologis,46.401,2.883,1.631,38.392,660,Financials,Real Estate,North America,United States,2019
Absa Group,9.868,9.663,1.05,89.589,661,Financials,Major Banks,Africa,South Africa,2019
Sodexo,16.851,24.662,0.749,20.171,662,Consumer Discretionary,Business & Personal Services,Europe,France,2019
Isbank,4.637,15.258,1.487,105.459,663,Financials,Regional Banks,Europe,Turkey,2019
Carrefour,14.655,91.923,-0.663,54.16,664,Consumer Staples,Food Retail,Europe,France,2019
Republic Services,25.425,10.04,1.037,21.617,665,Industrials,Environmental & Waste,North America,United States,2019
Publicis Groupe,13.392,11.74,1.084,30.957,666,Consumer Discretionary,Advertising,Europe,France,2019
Porsche Automobil Holding,22.223,0.122,4.097,38.514,667,Consumer Discretionary,Auto & Truck Manufacturers,Europe,Germany,2019
D.R. Horton,17.334,16.254,1.558,14.536,668,Industrials,Construction Services,North America,United States,2019
Kasikornbank,14.513,6.002,1.19,96.901,669,Financials,Regional Banks,Asia,Thailand,2019
Capgemini,20.882,15.569,0.861,18.86,670,Information Technology,Computer Services,Europe,France,2019
Ross Stores,36.825,14.984,1.587,6.235,671,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,2019
Deutsche Boerse,24.159,3.702,0.972,180.249,672,Financials,Investment Services,Europe,Germany,2019
Grupo Aval,9.067,11.342,0.985,79.962,672,Financials,Investment Services,South America,Colombia,2019
Husky Energy,10.892,17.052,1.124,26.612,674,Energy,Oil & Gas Operations,North America,Canada,2019
CGN Power,12.629,7.586,1.315,54.852,675,Utilities,Electric Utilities,Asia,China,2019
West Japan Railway,13.941,13.746,0.904,28.674,676,Industrials,Railroads,Asia,Japan,2019
Legend Holding,6.457,54.074,0.668,81.312,677,Information Technology,Computer Hardware,Asia,China,2019
Nutrien,32.334,19.62,0.08,45.502,678,Energy,Oil & Gas Operations,North America,Canada,2019
Activision Blizzard,34.609,7.492,1.812,17.835,679,Consumer Discretionary,Recreational Products,North America,United States,2019
Toray Industries,11.311,21.408,0.902,25.348,680,Materials,Diversified Chemicals,Asia,Japan,2019
Chubu Electric Power,10.837,27.07,0.511,50.598,681,Utilities,Electric Utilities,Asia,Japan,2019
China Tower Corp.,49.357,10.865,0.4,45.933,682,,,Asia,China,2019
Analog Devices,42.279,6.223,1.577,21.828,683,Information Technology,Semiconductors,North America,United States,2019
Grupa PZU,9.649,10.397,0.888,87.054,684,Financials,Property & Casualty Insurance,Europe,Poland,2019
Viacom,12.165,12.96,1.503,22.744,685,Consumer Discretionary,Broadcasting & Cable,North America,United States,2019
Fidelity National Information,35.849,8.423,0.847,23.77,686,Consumer Discretionary,Business & Personal Services,North America,United States,2019
Sekisui House,10.89,19.589,1.166,22.173,687,Industrials,Construction Services,Asia,Japan,2019
Akzo Nobel,20.18,10.92,1.018,21.766,688,Materials,Diversified Chemicals,Europe,Netherlands,2019
Huntington Bank,14.303,5.214,1.393,108.781,689,Financials,Regional Banks,North America,United States,2019
WH Group,17.241,22.605,0.943,15.298,690,Consumer Staples,Food Processing,Asia,Hong Kong,2019
Molson Coors Brewing,13.282,10.77,1.117,30.11,691,Consumer Staples,Beverages,North America,United States,2019
Haitong Securities,21.838,5.801,0.792,83.695,692,Financials,Investment Services,Asia,China,2019
AES,11.738,10.742,1.2,32.521,693,Utilities,Electric Utilities,North America,United States,2019
Tesla,47.198,21.461,-0.976,29.74,694,Consumer Discretionary,Auto & Truck Manufacturers,North America,United States,2019
Falabella,18.265,14.404,0.745,22.88,695,Consumer Discretionary,Department Stores,South America,Chile,2019
Fox,24.1,10.153,2.187,13.466,696,,,North America,United States,2019
Veolia Environnement,13.09,30.569,0.44,42.974,696,Utilities,Diversified Utilities,Europe,France,2019
Link REIT,24.467,1.287,5.727,27.511,698,Financials,Real Estate,Asia,Hong Kong,2019
Lenovo Group,11.18,49.966,0.511,31.279,699,Information Technology,Computer Hardware,Asia,Hong Kong,2019
Atlas Copco,36.827,10.96,2.203,10.904,700,Industrials,Other Industrial Equipment,Europe,Sweden,2019
Suncorp Group,12.574,10.313,0.64,69.918,701,Financials,Diversified Insurance,Australia,Australia,2019
All Nippon Airways,11.99,18.556,0.885,23.594,702,Industrials,Airline,Asia,Japan,2019
T&D Holdings,6.804,17.622,0.731,141.567,703,Financials,Life & Health Insurance,Asia,Japan,2019
Lam Research,29.721,10.866,2.902,10.768,704,Information Technology,Semiconductors,North America,United States,2019
Pioneer Natural Resources,29.495,9.379,0.974,19.046,705,,,North America,United States,2019
Vivendi,36.999,16.436,0.15,39.328,705,Telecommunication Services,Telecommunications services,Europe,France,2019
VF,37.8,13.612,1.384,10.284,707,Consumer Discretionary,Apparel/Accessories,North America,United States,2019
Solvay,12.787,13.33,1.012,25.149,708,Materials,Diversified Chemicals,Europe,Belgium,2019
UPM-Kymmene,15.243,12.366,1.765,16,709,Materials,Paper & Paper Products,Europe,Finland,2019
Uniper,11.192,92.228,-0.533,65.931,710,Utilities,Electric Utilities,Europe,Germany,2019
National Bank of Kuwait,19.863,4.388,1.22,90.151,711,Financials,Regional Banks,Asia,Kuwait,2019
Samba Financial Group,20.746,2.544,1.472,61.296,712,Financials,Regional Banks,Asia,Saudi Arabia,2019
China Southern Airlines,14.833,21.662,0.463,35.993,713,Industrials,Airline,Asia,China,2019
Nomura,12.981,16.732,-0.712,411.184,714,Financials,Investment Services,Asia,Japan,2019
Reinsurance Group of America,9.482,12.911,0.716,64.535,715,Financials,Diversified Insurance,North America,United States,2019
Eiffage,9.56,19.926,0.742,34.715,716,Industrials,Construction Services,Europe,France,2019
Cardinal Health,13.709,141.935,-0.038,40.462,717,Health Care,Pharmaceuticals,North America,United States,2019
Crown Castle International,50.978,5.55,0.767,37.778,718,Telecommunication Services,Telecommunications services,North America,United States,2019
Ericsson,33.351,24.143,-0.368,30.314,719,Information Technology,Communications Equipment,Europe,Sweden,2019
Sumitomo Chemical,7.964,19.764,1.207,29.809,719,Materials,Diversified Chemicals,Asia,Japan,2019
