Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Year
Paccar,22.442,20.852,1.877,23.782,483,Industrials,Heavy Equipment,North America,United States,2018
Waste Management,35.784,14.556,2.047,22.106,484,Industrials,Environmental & Waste,North America,United States,2018
Samsung C&T,23.009,27.05,0.744,45.817,485,Industrials,Trading Companies,Asia,South Korea,2018
Woolworths,28.273,43.255,1.3623,18.602,486,Consumer Staples,Food Retail,Australia,Australia,2018
Richemont,54.52,12.328,1.82,22.775,487,Consumer Discretionary,Specialty Stores,Europe,Switzerland,2018
Loews,16.506,13.825,1.162,80.786,488,Financials,Diversified Insurance,North America,United States,2018
Bank Mandiri,24.086,8.11,1.6684,79.774,489,Financials,Regional Banks,Asia,Indonesia,2018
State Bank of India,33.275,46.178,0.0012,535.022,489,Financials,Regional Banks,Asia,India,2018
Swire Pacific,15.141,10.303,3.3454,53.868,491,Industrials,Conglomerates,Asia,Hong Kong,2018
Citic Securities,35.781,6.116,1.786,104.848,492,Financials,Investment Services,Asia,China,2018
Telenor,32.374,14.957,1.5763,25.022,493,Telecommunication Services,Telecommunications services,Europe,Norway,2018
Longfor Properties,17.727,10.818,1.8756,55.707,494,Financials,Real Estate,Asia,China,2018
Deutsche Bank,28.724,44.563,-1.4152,1817.435,495,Financials,Major Banks,Europe,Germany,2018
HeidelbergCement,18.954,19.475,1.035,42.526,496,Materials,Construction Materials,Europe,Germany,2018
Public Service Enterprise Group,25.842,9.132,2.018,42.79,497,Utilities,Electric Utilities,North America,United States,2018
Sherwin-Williams,35.649,16.187,1.7832,20.368,498,Consumer Discretionary,Home Improvement Retail,North America,United States,2018
General Mills,25.293,15.657,2.1855,22.241,499,Consumer Staples,Food Processing,North America,United States,2018
Marsh & McLennan,41.387,14.536,1.613,21.379,500,Financials,Insurance Brokers,North America,United States,2018
Aisin Seiki,14.857,35.269,1.214,33.173,501,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,2018
JFE Holdings,12.463,33.191,1.305,41.945,501,Materials,Iron & Steel,Asia,Japan,2018
Tenaga Nasional,23.084,11.043,1.923,35.65,503,Utilities,Electric Utilities,Asia,Malaysia,2018
Swiss Re,29.931,42.295,0.3511,214.584,504,Financials,Diversified Insurance,Europe,Switzerland,2018
Kirin Holdings,25.532,16.621,2.1587,21.066,505,Consumer Staples,Beverages,Asia,Japan,2018
BOE Technology Group,24.074,14.013,1.084,41.758,506,Information Technology,Electronics,Asia,China,2018
Wheelock,14.84,9.105,2.6396,72.873,507,Financials,Real Estate,Asia,Hong Kong,2018
Talanx,10.544,37.965,0.758,182.649,508,Financials,Diversified Insurance,Europe,Germany,2018
Sasol,24.895,13.202,1.3977,32.866,509,Materials,Diversified Chemicals,Africa,South Africa,2018
Metallurgical Corp of China,11.395,38.159,0.952,67.034,510,Industrials,Construction Services,Asia,China,2018
CLP Holdings,26.504,11.815,1.8285,29.185,511,Utilities,Electric Utilities,Asia,Hong Kong,2018
NTPC,20.53,11.986,1.5986,39.83,512,Utilities,Electric Utilities,Asia,India,2018
Citizens Financial Group,20.552,6.777,1.72,153.453,513,Financials,Regional Banks,North America,United States,2018
EnBW-Energie Baden,9.382,24.785,2.3169,49.909,514,Utilities,Electric Utilities,Europe,Germany,2018
Investor AB,33.927,6.584,2.1964,49.816,515,Financials,Investment Services,Europe,Sweden,2018
CME Group,54.24,3.824,4.2624,69.919,516,Financials,Investment Services,North America,United States,2018
Compass Group,32.365,29.78,1.5133,15.996,517,Consumer Discretionary,Restaurants,Europe,United Kingdom,2018
British Sky Broadcasting,31.637,17.055,1.0599,25.361,518,Consumer Discretionary,Broadcasting & Cable,Europe,United Kingdom,2018
Edp-energias De Portugal,13.501,17.76,1.2556,50.524,518,Utilities,Electric Utilities,Europe,Portugal,2018
Schlumberger,98.455,31.375,-1.259,71.478,520,Energy,Oil Services & Equipment,North America,United States,2018
Fujitsu,12.779,36.978,1.5279,29.351,521,Information Technology,Computer Hardware,Asia,Japan,2018
Anhui Conch Cement,32.269,11.998,2.7942,19.772,522,Materials,Construction Materials,Asia,China,2018
Ecolab,42.456,14.148,1.5022,20.184,523,Materials,Specialized Chemicals,North America,United States,2018
China Taiping Insurance,13.049,25.413,0.7547,83.994,524,Financials,Diversified Insurance,Asia,Hong Kong,2018
Xcel Energy,23.031,11.399,1.1994,43.159,525,Utilities,Electric Utilities,North America,United States,2018
First Data,18.035,11.533,1.53,45.415,526,Consumer Discretionary,Business & Personal Services,North America,United States,2018
KeyCorp,21.509,6.933,1.39,137.049,527,Financials,Major Banks,North America,United States,2018
Williams,22.461,8.131,1.953,47.052,528,Energy,Oil Services & Equipment,North America,United States,2018
National Bank of Canada,16.815,7.238,1.54,204.642,529,Financials,Regional Banks,North America,Canada,2018
ConocoPhillips,81.25,30.274,-0.553,70.727,530,Energy,Oil & Gas Operations,North America,United States,2018
Naspers,112.824,6.248,3.4832,24.071,531,Consumer Discretionary,Broadcasting & Cable,Africa,South Africa,2018
Grupo ACS,13.588,39.363,0.9046,38.282,532,Industrials,Construction Services,Europe,Spain,2018
Thales,28.03,17.816,0.9268,28.017,532,Industrials,Aerospace & Defense,Europe,France,2018
China Unicom,42.488,40.672,0.2619,88.547,534,Telecommunication Services,Telecommunications services,Asia,Hong Kong,2018
Illinois Tool Works,49.388,14.587,1.803,16.163,535,Industrials,Other Industrial Equipment,North America,United States,2018
M&T Bank,26.966,6.106,1.411,118.622,536,Financials,Regional Banks,North America,United States,2018
Orsted,26.998,9.734,2.8486,24.376,537,Energy,Oil & Gas Operations,Europe,Denmark,2018
China Zheshang Bank,10.969,10.658,1.5218,235.988,538,Financials,Regional Banks,Asia,China,2018
Kimberly-Clark,36.645,18.507,1.808,15.303,539,Consumer Staples,Household/Personal Care,North America,United States,2018
Atlas Copco,49.52,13.222,2.0473,16.075,540,Industrials,Other Industrial Equipment,Europe,Sweden,2018
Bank of Ningbo,14.534,8.089,1.4781,169.851,541,Financials,Regional Banks,Asia,China,2018
Associated British Foods,29.505,20.3,1.3675,17.803,542,Consumer Staples,Food Processing,Europe,United Kingdom,2018
Stryker,63.337,12.73,1.019,22.133,543,Health Care,Medical Equipment & Supplies,North America,United States,2018
Newell Brands,13.142,14.493,2.1636,33.469,544,Consumer Staples,Household/Personal Care,North America,United States,2018
MTR,34.753,7.114,2.1596,33.742,545,Industrials,Railroads,Asia,Hong Kong,2018
DISH Network,14.666,14.17,2.0905,30.155,546,Consumer Discretionary,Broadcasting & Cable,North America,United States,2018
Kubota,21.132,16.036,1.2517,25.841,547,Industrials,Heavy Equipment,Asia,Japan,2018
GFNorte,16.128,9.14,1.3584,76.21,548,Financials,Regional Banks,North America,Mexico,2018
Colgate-Palmolive,54.703,15.694,2.088,13.144,549,Consumer Staples,Household/Personal Care,North America,United States,2018
Woori Bank,9.822,12.477,1.212,295.451,550,Financials,Regional Banks,Asia,South Korea,2018
Novatek,37.876,10.49,2.2197,18.922,551,Energy,Oil & Gas Operations,Asia,Russia,2018
WestRock,15.651,15.665,1.8822,25.44,552,Materials,Containers & Packaging,North America,United States,2018
China Southern Airlines,14.61,19.718,1.049,34.971,553,Industrials,Airline,Asia,China,2018
Praxair,45.298,11.708,1.32,20.592,553,Materials,Specialized Chemicals,North America,United States,2018
Thomson Reuters,26.795,11.331,1.3832,26.48,555,Consumer Discretionary,Printing & Publishing,North America,Canada,2018
Dollar Tree,22.283,22.246,1.7143,16.476,556,Consumer Discretionary,Discount Stores,North America,United States,2018
Regions Financial,21.699,6.132,1.376,122.913,557,Financials,Major Banks,North America,United States,2018
Resona Holdings,13.173,6.169,2.1316,472.438,557,Financials,Regional Banks,Asia,Japan,2018
Asahi Kasei,18.758,18.426,1.5361,21.778,559,Materials,Diversified Chemicals,Asia,Japan,2018
Qualcomm,81.885,22.605,-4.556,64.126,560,Information Technology,Semiconductors,North America,United States,2018
Swisscom,23.85,12.071,1.6258,23.858,561,Telecommunication Services,Telecommunications services,Europe,Switzerland,2018
Northern Trust,24.506,5.94,1.285,129.672,562,Financials,Regional Banks,North America,United States,2018
Al Rajhi Bank,34.919,4.459,2.4751,93.132,563,Financials,Regional Banks,Asia,Saudi Arabia,2018
Mitsubishi Estate,25.742,9.736,0.8762,51.403,564,Financials,Real Estate,Asia,Japan,2018
Qingdao Haier,17.278,24.642,1.0814,24.561,565,Consumer Discretionary,Household Appliances,Asia,China,2018
Mapfre,10.655,24.913,0.7962,78.743,566,Financials,Diversified Insurance,Europe,Spain,2018
Emirates NBD,15.509,6.06,2.2511,129.493,567,Financials,Regional Banks,Asia,United Arab Emirates,2018
Samsung Fire & Marine,11.959,17.579,0.855,69.871,568,Financials,Property & Casualty Insurance,Asia,South Korea,2018
Bank of Nanjing,11.583,8.507,1.524,187.454,569,Financials,Regional Banks,Asia,China,2018
TE Connectivity,33.116,14.048,1.319,19.247,570,Information Technology,Electronics,Europe,Switzerland,2018
American Tower,61.329,6.79,1.208,34.373,571,Financials,Real Estate,North America,United States,2018
NVIDIA,154.509,10.984,3.783,11.46,572,Information Technology,Semiconductors,North America,United States,2018
Cognizant,44.868,15.176,1.467,15.045,573,Information Technology,Computer Services,North America,United States,2018
Bank Central Asia,40.208,5.164,1.7732,55.218,574,Financials,Regional Banks,Asia,Indonesia,2018
Mitsubishi Heavy Industries,12.776,37.09,0.636,51.6,575,Industrials,Heavy Equipment,Asia,Japan,2018
MGM Resorts,17.706,10.888,1.9539,29.298,576,Consumer Discretionary,Casinos & Gaming,North America,United States,2018
Tatneft,25.551,11.949,2.1111,19.236,577,Energy,Oil & Gas Operations,Asia,Russia,2018
Fast Retailing,45.728,18.232,1.1328,15.196,578,Consumer Discretionary,Apparel/Footwear Retail,Asia,Japan,2018
DTE Energy,18.593,12.971,1.093,33.841,579,Utilities,Electric Utilities,North America,United States,2018
Formosa Chemicals,22.446,12.276,1.8566,21.142,580,Materials,Specialized Chemicals,Asia,Taiwan,2018
Grupo Mexico,22.591,10.199,1.6812,26.7,581,Materials,Diversified Metals & Mining,North America,Mexico,2018
Allergan,52.104,16.04,-1.8464,112.021,582,Health Care,Pharmaceuticals,Europe,Ireland,2018
H&M,26.741,23.71,1.7972,13.07,583,Consumer Discretionary,Apparel/Footwear Retail,Europe,Sweden,2018
KIA Motors,12.71,47.932,0.5712,49.551,584,Consumer Discretionary,Auto & Truck Manufacturers,Asia,South Korea,2018
New World Development,14.953,7.635,1.8748,59.885,585,Financials,Real Estate,Asia,Hong Kong,2018
Recruit Holdings,42.781,19.228,1.3053,13.625,586,Consumer Discretionary,Business & Personal Services,Asia,Japan,2018
Møller-Maersk,35.057,34.703,-1.1508,63.371,587,Industrials,Other Transportation,Europe,Denmark,2018
Industrial Bank of Korea,8.89,11.1,1.416,256.008,588,Financials,Regional Banks,Asia,South Korea,2018
Rogers Communications,24.763,11.249,1.4352,23.406,589,Telecommunication Services,Telecommunications services,North America,Canada,2018
Reinsurance Group of America,9.785,12.699,1.7769,60.955,590,Financials,Diversified Insurance,North America,United States,2018
Nidec,46.921,13.426,1.1889,16.631,591,Industrials,Electrical Equipment,Asia,Japan,2018
PPG,25.04,15.05,1.647,16.538,592,Materials,Diversified Chemicals,North America,United States,2018
Constellation Brands,41.635,7.586,2.3189,20.539,593,Consumer Staples,Beverages,North America,United States,2018
RELX Group,43.397,9.472,2.1365,16.616,594,Information Technology,Computer Services,Europe,United Kingdom,2018
Fidelity National Information,34.72,8.934,1.363,24.405,595,Consumer Discretionary,Business & Personal Services,North America,United States,2018
Chubu Electric Power,12.049,25.744,0.671,52,596,Utilities,Electric Utilities,Asia,Japan,2018
Simon Property Group,49.518,5.567,1.952,31.018,597,Financials,Real Estate,North America,United States,2018
Dongfeng Motor Group,9.714,18.531,2.0814,32.631,598,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,2018
Sumitomo Electric,12.086,27.81,1.0857,28.371,599,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,2018
Suning Appliance,19.709,30.09,0.6406,25.742,600,Consumer Discretionary,Specialty Stores,Asia,China,2018
China Eastern Airlines,15.518,15.675,0.834,36.154,601,Industrials,Airline,Asia,China,2018
Ally Financial,11.456,10.088,0.965,170.021,602,Financials,Regional Banks,North America,United States,2018
Netflix,141.91,12.757,0.6708,20.153,602,Consumer Discretionary,Internet & Catalog Retail,North America,United States,2018
Cummins,24.098,21.409,0.928,18.392,604,Industrials,Heavy Equipment,North America,United States,2018
Sumitomo Realty,19.253,8.557,1.0803,48.772,605,Financials,Real Estate,Asia,Japan,2018
Teck Resources,15.956,9.541,2.1005,29.392,606,Materials,Diversified Metals & Mining,North America,Canada,2018
Henderson Land,25.868,3.248,3.9053,52.651,607,Financials,Real Estate,Asia,Hong Kong,2018
LafargeHolcim,31.558,26.546,-1.7018,65.345,608,Materials,Construction Materials,Europe,Switzerland,2018
Atlantia,27.516,6.14,1.3217,48.707,609,Industrials,Other Transportation,Europe,Italy,2018
China Fortune Land Development,13.444,8.479,1.4052,59.702,610,Industrials,Construction Services,Asia,China,2018
Evonik,17.416,16.846,0.9968,25.035,611,Materials,Specialized Chemicals,Europe,Germany,2018
Kyocera,22.817,14.229,0.738,29.686,612,Information Technology,Electronics,Asia,Japan,2018
Astellas Pharma,30.083,11.732,1.4858,17.473,613,Health Care,Pharmaceuticals,Asia,Japan,2018
Aeon,16.519,75.31,0.2201,88.588,614,Consumer Staples,Food Retail,Asia,Japan,2018
Dollar General,25.141,23.471,1.539,12.602,615,Consumer Discretionary,Discount Stores,North America,United States,2018
Nucor,20.078,21.006,1.3114,16.121,615,Materials,Iron & Steel,North America,United States,2018
Nan Ya Plastics,22.653,10.529,1.9048,19.653,617,Materials,Diversified Chemicals,Asia,Taiwan,2018
Zimmer Biomet,23.669,7.864,1.7149,27.181,618,Health Care,Medical Equipment & Supplies,North America,United States,2018
Ingersoll Rand,22.024,14.582,1.3059,18.365,619,Industrials,Conglomerates,Europe,Ireland,2018
Banco de Sabadell,11.544,8.355,0.9871,269.355,620,Financials,Regional Banks,Europe,Spain,2018
CIMB Group Holdings,16.358,6.639,1.0409,125.307,620,Financials,Regional Banks,Asia,Malaysia,2018
Raiffeisen Bank International,11.184,8.107,1.2357,162.284,622,Financials,Regional Banks,Europe,Austria,2018
Siam Commercial Bank,14.285,6.807,1.2889,97.713,623,Financials,Regional Banks,Asia,Thailand,2018
Omnicom Group,17.065,15.316,1.1096,23.513,624,Consumer Discretionary,Advertising,North America,United States,2018
Covestro,18.441,16.747,2.5534,13.851,625,Materials,Specialized Chemicals,Europe,Germany,2018
CBS,19.905,14.11,1.214,20.591,626,Consumer Discretionary,Broadcasting & Cable,North America,United States,2018
Adobe Systems,119.119,7.683,1.8786,14.973,627,Information Technology,Software & Programming,North America,United States,2018
Kotak Mahindra Bank,35.838,6.024,0.9619,51.78,627,Financials,Regional Banks,Asia,India,2018
Royal Caribbean Cruises,22.67,8.797,1.6291,23.971,629,Consumer Discretionary,Hotels & Motels,North America,United States,2018
Aon,35.232,10.694,0.742,27.847,630,Financials,Insurance Brokers,Europe,United Kingdom,2018
Otsuka Holding,26.038,11.318,1.0304,22.786,630,Health Care,Pharmaceuticals,Asia,Japan,2018
Murata Manufacturing,29.46,12.378,1.3181,16.897,632,Information Technology,Electronics,Asia,Japan,2018
Nokia,35.678,26.521,-1.3953,48.288,632,Information Technology,Communications Equipment,Europe,Finland,2018
T&D Holdings,10.331,16.215,0.6017,135.548,634,Financials,Life & Health Insurance,Asia,Japan,2018
Axis Bank,21.108,8.59,0.5895,94.18,635,Financials,Regional Banks,Asia,India,2018
Daqin Railway,20.7,9.193,2.1554,20.905,636,Industrials,Railroads,Asia,China,2018
Suncorp Group,13.609,10.731,0.7589,76.54,637,Financials,Diversified Insurance,Australia,Australia,2018
Valeo,16.249,20.923,0.9993,20.917,638,Consumer Discretionary,Auto & Truck Parts,Europe,France,2018
PPL,19.448,7.622,1.175,42.388,639,Utilities,Electric Utilities,North America,United States,2018
All Nippon Airways,12.77,17.791,1.2982,24.095,640,Industrials,Airline,Asia,Japan,2018
Vonovia,24.101,3.813,2.8167,54.331,641,Industrials,Construction Services,Europe,Germany,2018
Best Buy,21.926,42.151,1,13.279,642,Information Technology,Computer & Electronics Retail,North America,United States,2018
CNH Industrial,16.942,28.425,0.427,49.809,643,Industrials,Heavy Equipment,Europe,United Kingdom,2018
Cenovus Energy,13.446,14.112,1.0503,30.878,644,Energy,Oil & Gas Operations,North America,Canada,2018
Coal India,24.957,12.612,1.2963,17.779,645,Materials,Diversified Metals & Mining,Asia,India,2018
Public Bank,23.342,4.726,1.3493,102.948,646,Financials,Regional Banks,Asia,Malaysia,2018
Garanti Bank,8.957,9.507,1.6557,92.869,647,Financials,Regional Banks,Europe,Turkey,2018
Falabella,23.573,13.838,0.7853,23.367,648,Consumer Discretionary,Department Stores,South America,Chile,2018
NXP Semiconductors,34.024,9.314,0.968,24.127,649,Information Technology,Semiconductors,Europe,Netherlands,2018
JD.com,44.463,53.861,-0.0231,28.264,650,Consumer Discretionary,Internet & Catalog Retail,Asia,China,2018
Sinopharm Group,11.747,41.11,0.7808,26.035,651,Health Care,Pharmaceuticals,Asia,China,2018
Mylan,19.797,11.866,0.7167,35.184,652,Health Care,Pharmaceuticals,Europe,United Kingdom,2018
Infosys,38.332,10.939,2.4863,12.254,653,Information Technology,Computer Services,Asia,India,2018
Siam Cement,17.708,13.701,1.5145,18.684,654,Materials,Specialized Chemicals,Asia,Thailand,2018
Lennar,17.681,13.296,0.8998,27.944,655,Industrials,Construction Services,North America,United States,2018
Hartford Financial Services,18.824,18.482,0.283,216.666,656,Financials,Diversified Insurance,North America,United States,2018
Ageas,10.601,12.86,0.7029,123.234,657,Financials,Diversified Insurance,Europe,Belgium,2018
Akzo Nobel,22.441,13.869,0.9875,20.395,658,Materials,Diversified Chemicals,Europe,Netherlands,2018
Unibail-Rodamco,23.322,2.344,2.7516,51.924,659,Financials,Real Estate,Europe,France,2018
Nintendo,59.796,9.525,1.259,15.362,660,Consumer Discretionary,Recreational Products,Asia,Japan,2018
Norilsk Nickel,27.523,9.15,2.1308,16.635,660,Materials,Diversified Metals & Mining,Asia,Russia,2018
Viacom,12.161,12.904,2.16,22.994,660,Consumer Discretionary,Broadcasting & Cable,North America,United States,2018
Iqvia Holdings,21.396,9.981,1.304,23.235,663,Health Care,Pharmaceuticals,North America,United States,2018
Devon Energy,21.433,14.329,0.635,29.316,664,Energy,Oil & Gas Operations,North America,United States,2018
Capgemini,23.263,14.429,0.9249,19.26,665,Information Technology,Computer Services,Europe,France,2018
Weichai Power,9.577,23.425,1.1426,31.19,666,Industrials,Heavy Equipment,Asia,China,2018
Transneft,4.391,15.161,3.291,50.485,667,Energy,Oil Services & Equipment,Asia,Russia,2018
The Estée Lauder Companies,51.455,13.282,1.151,12.772,668,Consumer Staples,Household/Personal Care,North America,United States,2018
Becton Dickinson,60.185,13.503,0.047,54.573,669,Health Care,Medical Equipment & Supplies,North America,United States,2018
Sekisui House,12.65,19.314,1.1916,22.161,670,Industrials,Construction Services,Asia,Japan,2018
Yanzhou Coal Mining,9.899,21.183,1.1,31.685,671,Materials,Diversified Metals & Mining,Asia,China,2018
Bharat Petroleum,12.873,30.012,1.3005,17.028,672,Energy,Oil & Gas Operations,Asia,India,2018
Kellogg,21.293,13.07,1.451,16.702,672,Consumer Staples,Food Processing,North America,United States,2018
Molson Coors Brewing,13.1,10.886,1.4702,30.184,672,Consumer Staples,Beverages,North America,United States,2018
Porsche Automobil Holding,25.663,0.038,3.7583,38.061,675,Consumer Discretionary,Auto & Truck Manufacturers,Europe,Germany,2018
Republic Services,22.27,10.078,1.3282,21.109,676,Industrials,Environmental & Waste,North America,United States,2018
Isbank,6.168,14.297,1.576,115.755,677,Financials,Regional Banks,Europe,Turkey,2018
Toray Industries,13.655,19.894,0.8654,24.381,678,Materials,Diversified Chemicals,Asia,Japan,2018
Kinder Morgan,36.422,13.707,0.261,79.011,679,Energy,Oil Services & Equipment,North America,United States,2018
West Japan Railway,14.182,13.538,0.9969,28.895,679,Industrials,Railroads,Asia,Japan,2018
TELUS,21.251,10.171,1.1248,23.583,681,Telecommunication Services,Telecommunications services,North America,Canada,2018
ZTE,19.454,16.776,0.765,22.115,682,Information Technology,Communications Equipment,Asia,China,2018
Geely Automobile Holdings,26.925,13.769,1.5795,13.05,683,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Hong Kong,2018
Stanley Black & Decker,22.174,13.151,1.0035,19.683,683,Consumer Staples,Household/Personal Care,North America,United States,2018
Carrefour,15.035,91.334,-0.5989,57.414,685,Consumer Staples,Food Retail,Europe,France,2018
Kao Corp,34.429,13.488,1.3589,12.765,686,Consumer Staples,Household/Personal Care,Asia,Japan,2018
Lam Research,33.063,10.3,1.886,13.663,687,Information Technology,Semiconductors,North America,United States,2018
WEC Energy Group,19.529,7.63,1.2384,31.786,687,Utilities,Electric Utilities,North America,United States,2018
Deutsche Boerse,25.965,3.375,0.9854,179.688,689,Financials,Investment Services,Europe,Germany,2018
Commerzbank,16.146,16.153,0.1602,547.945,690,Financials,Regional Banks,Europe,Germany,2018
Guangzhou Automobile Group,18.554,10.819,1.646,18.832,691,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,2018
Legend Holding,7.669,46.9,0.7462,51.455,692,Information Technology,Computer Hardware,Asia,China,2018
Cnpc Capital,18.789,4.966,1.1068,130.779,693,Industrials,Heavy Equipment,Asia,China,2018
BYD,21.445,16.333,0.532,28.942,694,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,2018
Air Products & Chemicals,36.45,8.697,1.1416,18.511,695,Materials,Specialized Chemicals,North America,United States,2018
Guotai Junan Securities,24.009,3.74,1.447,72.201,696,Financials,Major Banks,Asia,China,2018
Publicis Groupe,16.784,10.93,0.9723,28.555,697,Consumer Discretionary,Advertising,Europe,France,2018
Eversource Energy,18.392,7.935,0.9981,37.04,698,Utilities,Electric Utilities,North America,United States,2018
Sodexo,14.829,23.495,0.8621,19.109,699,Consumer Discretionary,Business & Personal Services,Europe,France,2018
Aptiv,25.476,15.721,1.327,12.56,700,Consumer Discretionary,Auto & Truck Parts,Europe,United Kingdom,2018
Lotte Chemical,12.404,14.403,1.9176,18.263,700,Materials,Specialized Chemicals,Asia,South Korea,2018
Sanlam,13.411,8.875,0.8209,58.697,702,Financials,Life & Health Insurance,Africa,South Africa,2018
DSM,17.831,10.41,2.28,16.269,703,Health Care,Healthcare Services,Europe,Netherlands,2018
Teva Pharmaceutical,19.596,21.83,-15.8364,69.181,704,Health Care,Pharmaceuticals,Asia,Israel,2018
Sumitomo Chemical,9.442,19.493,1.2371,27.726,705,Materials,Diversified Chemicals,Asia,Japan,2018
Altice,15.853,26.506,-0.6159,86.982,706,Telecommunication Services,Telecommunications services,Europe,Netherlands,2018
CGN Power,12.506,6.87,1.3984,55.21,707,Utilities,Electric Utilities,Asia,China,2018
Solvay,14.327,13.221,0.9666,25.758,708,Materials,Diversified Chemicals,Europe,Belgium,2018
Parker-Hannifin,23.284,13.981,1.0008,16.237,709,Industrials,Other Industrial Equipment,North America,United States,2018
Kasikornbank,14.653,5.843,1.057,95.762,710,Financials,Regional Banks,Asia,Thailand,2018
Idemitsu Kosan,7.653,32.05,1.5395,25.79,711,Energy,Oil & Gas Operations,Asia,Japan,2018
Huntington Bancshares,16.67,4.874,1.3039,104.246,712,Financials,Regional Banks,North America,United States,2018
Athene Holding,9.294,8.154,1.332,93.557,713,Financials,Diversified Insurance,North America,Bermuda,2018
PKN Orlen,10.366,26.497,1.599,17.544,713,Energy,Oil & Gas Operations,Europe,Poland,2018
WH Group,14.9,22.381,1.133,15.258,715,Consumer Staples,Food Processing,Asia,Hong Kong,2018
Credicorp,18.04,5.451,1.3055,52.85,716,Financials,Regional Banks,South America,Peru,2018
Koç Holding,7.965,27.11,1.346,27.616,717,Industrials,Conglomerates,Europe,Turkey,2018
George Weston,10.427,37.582,0.6482,29.976,718,Consumer Staples,Food Retail,North America,Canada,2018
Baxter International,37.762,10.763,0.832,16.89,719,Health Care,Medical Equipment & Supplies,North America,United States,2018
Telkom Indonesia,25.777,9.642,1.5769,15.006,720,Telecommunication Services,Telecommunications services,Asia,Indonesia,2018
Husky Energy,14.363,15.424,0.7503,25.819,721,Energy,Oil & Gas Operations,North America,Canada,2018
Essity Ab,18.717,13.428,0.9729,18.569,722,Consumer Staples,Household/Personal Care,Europe,Sweden,2018
Teliasonera,21.94,9.646,0.6739,30.112,723,Telecommunication Services,Telecommunications services,Europe,Sweden,2018
ThyssenKrupp Group,17.258,46.861,-0.9418,40.671,724,Industrials,Conglomerates,Europe,Germany,2018
Guangzhou R&F,7.775,8.827,3.2549,45.778,725,Financials,Real Estate,Asia,China,2018
Coca-Cola European Partners,18.777,12.902,0.7659,22.361,726,Consumer Staples,Beverages,Europe,United Kingdom,2018
Edison International,20.295,12.421,0.421,51.943,727,Utilities,Electric Utilities,North America,United States,2018
Sandvik,23.013,11.127,1.6612,13.447,727,Industrials,Other Industrial Equipment,Europe,Sweden,2018
Macy's,9.068,24.837,1.548,20.052,729,Consumer Discretionary,Department Stores,North America,United States,2018
Haitong Securities,19.415,4.19,1.224,91.068,730,Financials,Investment Services,Asia,China,2018
Ferguson,18.876,18.585,1.203,12.676,731,Materials,Construction Materials,Europe,Switzerland,2018
Eiffage,11.525,17.216,0.6147,36.168,732,Industrials,Construction Services,Europe,France,2018
Norsk Hydro,12.379,15.54,1.1222,20.224,733,Materials,Aluminum,Europe,Norway,2018
Ross Stores,31.025,14.135,1.3628,5.886,734,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,2018
Liberty Global,24.388,14.775,-3.6444,58.312,735,Consumer Discretionary,Broadcasting & Cable,Europe,United Kingdom,2018
Huatai Securities,19.569,3.149,1.49,63.538,736,Financials,Investment Services,Asia,China,2018
Unum,8.394,11.39,1.0378,63.012,737,Financials,Life & Health Insurance,North America,United States,2018
Fanuc,41.825,6.556,1.6417,16.258,738,Industrials,Other Industrial Equipment,Asia,Japan,2018
Mazda Motor,8.426,31.345,1.0115,25.652,739,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,2018
ROSSETI,2.691,16.258,1.7541,42.247,739,Utilities,Electric Utilities,Asia,Russia,2018
UPM-Kymmene,19.76,11.733,1.2177,15.912,741,Materials,Paper & Paper Products,Europe,Finland,2018
Annaly Capital Management,12.072,2.664,2.4569,100.382,742,Financials,Real Estate,North America,United States,2018
Halliburton,45.796,22.081,-0.385,25.191,743,Energy,Oil Services & Equipment,North America,United States,2018
Prologis,34.836,2.683,1.8148,29.671,744,Financials,Real Estate,North America,United States,2018
Huaneng Power International,13.633,23.71,0.361,60.809,745,Utilities,Electric Utilities,Asia,China,2018
Tokyo Electron,32.884,10.202,1.844,11.365,746,Information Technology,Semiconductors,Asia,Japan,2018
Shimao Property Holdings,9.238,10.4,1.1607,47.23,747,Financials,Real Estate,Asia,Hong Kong,2018
LG Corp,13.331,9.111,2.1193,20.221,748,Consumer Discretionary,Household Appliances,Asia,South Korea,2018
Toshiba,17.04,38.674,-3.6217,39.864,749,Information Technology,Electronics,Asia,Japan,2018
Akbank,7.945,7.605,1.665,89.802,750,Financials,Regional Banks,Europe,Turkey,2018
London Stock Exchange,20.897,2.518,0.6825,1003.714,751,Financials,Investment Services,Europe,United Kingdom,2018
OMV Group,21.456,22.999,0.1496,39.805,752,Energy,Oil & Gas Operations,Europe,Austria,2018
Uniper,11.88,82.983,-1.49,51.903,753,Utilities,Electric Utilities,Europe,Germany,2018
China Energy Engineering,4.668,34.753,0.7808,52.808,754,Industrials,Construction Services,Asia,China,2018
Veolia Environnement,13.596,28.339,0.3765,46.002,754,Utilities,Diversified Utilities,Europe,France,2018
