Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Year
Formosa Petrochemical,33.596,16.935,2.3492,14.036,466,Energy,Oil & Gas Operations,Asia,Taiwan,2017
Marriott International,34.881,17.072,0.78,24.14,467,Consumer Discretionary,Hotels & Motels,North America,United States,2017
Adidas,39.605,21.34,1.1261,16.007,468,Consumer Discretionary,Apparel/Accessories,Europe,Germany,2017
CLP Holdings,26.76,10.233,1.6375,26.567,469,Utilities,Electric Utilities,Asia,Hong Kong,2017
Thomson Reuters,31.352,11.172,1.101,27.852,470,Consumer Discretionary,Printing & Publishing,North America,United States,2017
Kering,33.671,13.7,0.9127,25.461,471,Consumer Discretionary,Apparel/Accessories,Europe,France,2017
Colgate-Palmolive,64.944,15.195,2.441,12.123,472,Consumer Staples,Household/Personal Care,North America,United States,2017
Richemont,44.337,11.483,1.1405,22.61,472,Consumer Discretionary,Specialty Stores,Europe,Switzerland,2017
Shin-Etsu Chemical,36.212,11.284,1.5429,20.991,474,Materials,Diversified Chemicals,Asia,Japan,2017
Mapfre,10.515,23.302,0.8579,67.449,475,Financials,Diversified Insurance,Europe,Spain,2017
Poste Italiane,8.639,36.558,0.6881,203.783,475,Financials,Life & Health Insurance,Europe,Italy,2017
Aisin Seiki,13.159,31.706,1.0987,27.694,477,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,2017
Mitsubishi,34.711,57.046,-0.1642,129.113,478,Industrials,Trading Companies,Asia,Japan,2017
Mitsubishi Estate,25.434,10.322,0.8686,46.337,479,Financials,Real Estate,Asia,Japan,2017
PPL,25.373,7.517,1.896,38.315,479,Utilities,Electric Utilities,North America,United States,2017
Waste Management,32.344,13.609,1.182,21.323,481,Industrials,Environmental & Waste,North America,United States,2017
Micron Technology,31.552,14.733,0.689,32.355,482,Information Technology,Semiconductors,North America,United States,2017
Larsen & Toubro,24.503,15.697,0.8141,29.773,483,Industrials,Construction Services,Asia,India,2017
Aegon,9.958,36.61,0.5011,437.433,484,Financials,Diversified Insurance,Europe,Netherlands,2017
Teva Pharmaceutical,32.422,21.895,0.3369,92.89,485,Health Care,Pharmaceuticals,Asia,Israel,2017
Compass Group,31.115,27.823,1.4078,13.694,486,Consumer Discretionary,Restaurants,Europe,United Kingdom,2017
Suncor Energy,51.686,20.233,0.3276,66.144,487,Energy,Oil & Gas Operations,North America,Canada,2017
EDP-Energias de Portugal,12.271,16.145,1.0626,46.497,488,Utilities,Electric Utilities,Europe,Portugal,2017
Syngenta,40.907,12.785,1.1749,19.54,489,Materials,Specialized Chemicals,Europe,Switzerland,2017
Tenaga Nasional,17.435,10.922,1.7274,30.912,490,Utilities,Electric Utilities,Asia,Malaysia,2017
Credit Suisse Group,30.142,29.933,-2.7538,806.672,491,Financials,Major Banks,Europe,Switzerland,2017
Hana Financial Group,9.654,11.082,1.1278,288.274,492,Financials,Regional Banks,Asia,South Korea,2017
Sampo,26.458,6.867,1.8252,39.81,493,Financials,Diversified Insurance,Europe,Finland,2017
Bank Mandiri,21.369,7.477,1.0381,77.107,494,Financials,Regional Banks,Asia,Indonesia,2017
Schlumberger,109.201,27.81,-1.687,77.956,495,Energy,Oil Services & Equipment,North America,United States,2017
UniCredit Group,33.346,24.42,-13.0421,906.592,496,Financials,Regional Banks,Europe,Italy,2017
M&T Bank,23.529,5.661,1.3048,123.449,497,Financials,Regional Banks,North America,United States,2017
Thales,20.594,16.466,1.0469,23.932,497,Industrials,Aerospace & Defense,Europe,France,2017
Applied Materials,42.038,11.846,2.138,15.244,499,Information Technology,Semiconductors,North America,United States,2017
Royal Bank of Scotland,34.971,21.609,-7.0946,986.859,500,Financials,Major Banks,Europe,United Kingdom,2017
SK Telecom,16.325,14.732,1.43,25.913,501,Telecommunication Services,Telecommunications services,Asia,South Korea,2017
TE Connectivity,25.976,12.468,2.071,17.615,502,Information Technology,Electronics,Europe,Switzerland,2017
Caterpillar,56.021,38.537,-0.067,74.704,503,Industrials,Heavy Equipment,North America,United States,2017
China Merchants Shekou Industrial Zone Holdings,20.841,8.64,1.4422,36.079,504,Financials,Real Estate,Asia,China,2017
Ecolab,36.33,13.022,1.2296,18.33,505,Materials,Specialized Chemicals,North America,United States,2017
H&M,39.938,22.671,2.1503,10.857,506,Consumer Discretionary,Apparel/Footwear Retail,Europe,Sweden,2017
Omnicom Group,20.104,15.48,1.1423,23.165,506,Consumer Discretionary,Advertising,North America,United States,2017
Chinatrust Financial,11.825,10.985,0.866,150.152,508,Financials,Regional Banks,Asia,Taiwan,2017
Komatsu,24.277,15.748,0.9389,22.957,509,Industrials,Heavy Equipment,Asia,Japan,2017
Haitong Securities,22.872,6.264,1.2131,80.706,510,Financials,Investment Services,Asia,China,2017
Grupo ACS,11.168,36.276,0.8308,35.2,511,Industrials,Construction Services,Europe,Spain,2017
Resona Holdings,11.669,6.659,1.6889,410.703,512,Financials,Regional Banks,Asia,Japan,2017
Bharti Airtel,21.445,14.658,0.702,34.828,513,Telecommunication Services,Telecommunications services,Asia,India,2017
Deutsche Lufthansa,7.416,35.022,1.9646,37.765,513,Industrials,Airline,Europe,Germany,2017
Al Rajhi Bank,27.635,4.508,2.1665,90.546,515,Financials,Regional Banks,Asia,Saudi Arabia,2017
Swisscom,22.501,11.818,1.6282,21.109,516,Telecommunication Services,Telecommunications services,Europe,Switzerland,2017
Couche Tard,25.856,35.668,1.1387,13.785,517,Consumer Staples,Food Retail,North America,Canada,2017
Loews,15.905,12.994,0.654,76.594,517,Financials,Diversified Insurance,North America,United States,2017
ConocoPhillips,61.283,23.848,-3.615,89.772,519,Energy,Oil & Gas Operations,North America,United States,2017
Baxter International,28.61,10.163,4.946,15.546,520,Health Care,Medical Equipment & Supplies,North America,United States,2017
Praxair,33.905,10.534,1.5,19.332,521,Materials,Specialized Chemicals,North America,United States,2017
Kyocera,19.884,12.895,1.108,26.518,522,Information Technology,Electronics,Asia,Japan,2017
Garanti Bank,10.192,9.19,1.6565,88.096,523,Financials,Regional Banks,Europe,Turkey,2017
China Unicom,33.778,41.303,0.1016,88.86,524,Telecommunication Services,Telecommunications services,Asia,Hong Kong,2017
CIC Group,7.882,11.712,1.3012,304.789,525,Financials,Regional Banks,Europe,France,2017
Kubota,18.47,14.689,1.2193,22.897,526,Industrials,Heavy Equipment,Asia,Japan,2017
Isbank,7.907,11.652,1.7519,118.024,527,Financials,Regional Banks,Europe,Turkey,2017
Astellas Pharma,27.98,12.08,1.9137,15.895,528,Health Care,Pharmaceuticals,Asia,Japan,2017
CNOOC,54.818,22.027,0.0959,91.759,529,Energy,Oil & Gas Operations,Asia,Hong Kong,2017
Simon Property Group,53.039,5.426,1.7543,31.104,530,Financials,Real Estate,North America,United States,2017
ASML Holding,56.8,7.516,1.7223,19.742,531,Information Technology,Semiconductors,Europe,Netherlands,2017
British Sky Broadcasting,20.642,17.078,0.8474,22.851,531,Consumer Discretionary,Broadcasting & Cable,Europe,United Kingdom,2017
Cummins,25.102,17.526,1.394,15.011,533,Industrials,Heavy Equipment,North America,United States,2017
China Zheshang Bank,9.754,8.077,1.5272,194.981,534,Financials,Regional Banks,Asia,China,2017
Standard Chartered,30.249,19.433,-0.247,646.692,535,Financials,Major Banks,Europe,United Kingdom,2017
Tokyo Electric Power,6.135,50.161,1.0195,105.532,536,Utilities,Electric Utilities,Asia,Japan,2017
Cognizant Technology,35.563,13.487,1.554,14.262,537,Information Technology,Computer Services,North America,United States,2017
Viacom,17.967,12.658,1.385,23.312,538,Consumer Discretionary,Broadcasting & Cable,North America,United States,2017
Sasol,19.845,11.799,0.9929,27.57,539,Materials,Diversified Chemicals,Africa,South Africa,2017
Public Service Enterprise Group,22.638,8.831,0.887,40.07,540,Utilities,Electric Utilities,North America,United States,2017
Coal India,27.448,10.999,1.607,17.801,541,Materials,Diversified Metals & Mining,Asia,India,2017
Novatek,38.983,8.012,3.8479,15.841,542,Energy,Oil & Gas Operations,Asia,Russia,2017
Kirin Holdings,17.388,19.097,1.0874,20.133,543,Consumer Staples,Beverages,Asia,Japan,2017
T&D Holdings,9.156,16.591,0.7032,128.6,544,Financials,Life & Health Insurance,Asia,Japan,2017
Mitsui,26.167,39.218,0.1149,99.953,545,Industrials,Trading Companies,Asia,Japan,2017
Regions Financial,17.404,5.805,1.163,126.704,546,Financials,Major Banks,North America,United States,2017
Ingersoll Rand,21.441,13.509,1.4762,17.397,547,Industrials,Conglomerates,Europe,Ireland,2017
CenturyLink,13.413,17.47,0.626,47.017,548,Telecommunication Services,Telecommunications services,North America,United States,2017
Bank of Nanjing,10.46,7.755,1.251,153.406,549,Financials,Regional Banks,Asia,China,2017
Dongfeng Motor Group,9.359,18.414,2.0114,26.615,550,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,2017
Citizens Financial Group,17.638,5.783,1.045,150.611,551,Financials,Regional Banks,North America,United States,2017
Swire Pacific,15.081,8.037,1.2424,48.174,552,Industrials,Conglomerates,Asia,Hong Kong,2017
RELX Group,40.929,9.303,1.5665,16.463,553,Information Technology,Computer Services,Europe,United Kingdom,2017
Samsung Fire & Marine,10.396,17.188,0.7395,55.545,553,Financials,Property & Casualty Insurance,Asia,South Korea,2017
Associated British Foods,24.369,19.015,1.1609,14.777,555,Consumer Staples,Food Processing,Europe,United Kingdom,2017
Standard Life,9.043,25.2,0.4965,228.73,556,Financials,Life & Health Insurance,Europe,United Kingdom,2017
Ally Financial,9.089,10.057,1.067,163.728,557,Financials,Regional Banks,North America,United States,2017
Møller-Maersk,35.046,35.466,-2.0126,62.589,558,Industrials,Other Transportation,Europe,Denmark,2017
Ecopetrol,19.658,15.638,0.5127,40.409,559,Energy,Oil & Gas Operations,South America,Colombia,2017
National Bank of Canada,14.255,6.205,1.0783,179.574,560,Financials,Regional Banks,North America,Canada,2017
Sumitomo Electric,12.453,25.611,0.9046,24.566,561,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,2017
Shire,51.264,11.584,0.3423,67.035,562,Health Care,Pharmaceuticals,Europe,Ireland,2017
Akzo Nobel,21.357,15.705,1.073,17.449,563,Materials,Diversified Chemicals,Europe,Netherlands,2017
Bank Central Asia,32.111,4.822,1.5493,50.231,564,Financials,Regional Banks,Asia,Indonesia,2017
Marubeni,10.693,63.536,0.4293,64.348,565,Industrials,Trading Companies,Asia,Japan,2017
DTE Energy,18.472,10.687,0.868,32.041,566,Utilities,Electric Utilities,North America,United States,2017
Koç Holding,10.386,23.456,1.1442,25.075,567,Industrials,Conglomerates,Europe,Turkey,2017
Unum,10.627,11.082,0.9314,63.558,568,Financials,Life & Health Insurance,North America,United States,2017
Best Buy,14.905,39.403,1.228,14.215,569,Information Technology,Computer & Electronics Retail,North America,United States,2017
Atlas Copco,42.94,12.1,1.3935,13.161,570,Industrials,Other Industrial Equipment,Europe,Sweden,2017
MTR,33.258,5.821,1.321,33.192,570,Industrials,Railroads,Asia,Hong Kong,2017
Suncorp Group,12.639,10.339,0.7768,70.094,572,Financials,Diversified Insurance,Australia,Australia,2017
Emirates NBD,12.484,5.533,1.8101,121.976,573,Financials,Regional Banks,Asia,United Arab Emirates,2017
LG Chem,17.692,17.807,1.1267,16.962,573,Materials,Specialized Chemicals,Asia,South Korea,2017
QBE Insurance Group,13.277,11.587,0.8397,42.283,575,Financials,Property & Casualty Insurance,Australia,Australia,2017
Northern Trust,19.756,5.195,1.008,123.927,576,Financials,Regional Banks,North America,United States,2017
CME Group,40.092,3.608,1.5341,69.369,577,Financials,Investment Services,North America,United States,2017
Otsuka Holding,25.053,11.003,0.8519,22.735,578,Health Care,Pharmaceuticals,Asia,Japan,2017
Altice,30.853,20.628,-1.7304,89.319,579,Telecommunication Services,Telecommunications services,Europe,Netherlands,2017
American Tower,52.169,5.786,0.9564,30.879,580,Financials,Real Estate,North America,United States,2017
Sinopharm Group,12.696,38.892,0.7008,22.694,581,Health Care,Pharmaceuticals,Asia,China,2017
Falabella,21.319,12.718,0.9006,20.791,582,Consumer Discretionary,Department Stores,South America,Chile,2017
Bharat Petroleum,15.206,28.783,1.2191,14.361,583,Energy,Oil & Gas Operations,Asia,India,2017
Newell Brands,22.297,13.264,0.5272,33.838,584,Consumer Staples,Household/Personal Care,North America,United States,2017
Akbank,9.171,7.94,1.4862,91.624,585,Financials,Regional Banks,Europe,Turkey,2017
Norilsk Nickel,24.86,8.235,2.5408,16.457,586,Materials,Diversified Metals & Mining,Asia,Russia,2017
Atlantia,21.1,5.979,1.241,41.513,587,Industrials,Other Transportation,Europe,Italy,2017
Tesco,19.218,78.433,0.2315,61.781,587,Consumer Staples,Food Retail,Europe,United Kingdom,2017
MGM Resorts,16.141,9.455,1.1014,28.907,589,Consumer Discretionary,Casinos & Gaming,North America,United States,2017
Dollar Tree,18.339,20.719,0.8963,15.95,590,Consumer Discretionary,Discount Stores,North America,United States,2017
GFNorte,16.241,6.413,1.0199,61.894,591,Financials,Regional Banks,North America,Mexico,2017
Broadcom,87.597,15.608,-1.877,49.617,592,Information Technology,Semiconductors,Asia,Singapore,2017
Woori Bank,8.246,9.544,0.9091,257.23,592,Financials,Regional Banks,Asia,South Korea,2017
Guotai Junan Securities,20.286,4.856,1.481,59.249,594,Financials,Major Banks,Asia,China,2017
Constellation Brands,33.402,7.331,1.5351,18.602,595,Consumer Staples,Beverages,North America,United States,2017
Royal Caribbean Cruises,20.92,8.496,1.2834,22.31,596,Consumer Discretionary,Hotels & Motels,North America,United States,2017
Air Products & Chemicals,29.377,9.051,1.461,15.956,597,Materials,Specialized Chemicals,North America,United States,2017
Infosys,34.926,10.108,2.1352,11.941,598,Information Technology,Computer Services,Asia,India,2017
BYD,18.378,15.315,0.7594,20.875,599,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,2017
KeyCorp,18.87,5.355,0.791,137.282,600,Financials,Major Banks,North America,United States,2017
Johnson Controls International,38.478,22.064,-0.457,48.788,601,Consumer Discretionary,Business & Personal Services,Europe,Ireland,2017
Asahi Kasei,13.131,17.02,1.0092,20.068,602,Materials,Diversified Chemicals,Asia,Japan,2017
New World Development,12.082,7.103,1.2499,54.222,603,Financials,Real Estate,Asia,Hong Kong,2017
Siam Cement,19.085,12.002,1.5897,15.071,604,Materials,Specialized Chemicals,Asia,Thailand,2017
Toray Industries,14.184,18.556,0.8359,20.691,605,Materials,Diversified Chemicals,Asia,Japan,2017
Grupo Mexico,23.656,8.177,1.1065,22.824,606,Materials,Diversified Metals & Mining,North America,Mexico,2017
E.ON,16.888,59.776,-9.3474,70.388,607,Utilities,Electric Utilities,Europe,Germany,2017
Dell Technologies,13.475,61.948,-3.691,118.206,608,Information Technology,Computer Hardware,North America,United States,2017
Nokia,30.349,26.121,-0.7489,49.215,608,Information Technology,Communications Equipment,Europe,Finland,2017
Eletrobrás,7.195,17.427,0.983,52.386,610,Utilities,Electric Utilities,South America,Brazil,2017
Legend Holding,7.005,44.321,0.7324,46.372,610,Information Technology,Computer Hardware,Asia,China,2017
Dollar General,19.072,21.987,1.2511,11.864,612,Consumer Discretionary,Discount Stores,North America,United States,2017
Banco de Sabadell,10.005,7.775,0.7859,224.143,613,Financials,Regional Banks,Europe,Spain,2017
Eversource Energy,18.823,7.639,0.9423,32.053,614,Utilities,Electric Utilities,North America,United States,2017
China Taiping Insurance,8.613,21.556,0.5823,64.434,615,Financials,Diversified Insurance,Asia,Hong Kong,2017
Hyundai Heavy Industries,11.047,33.889,0.4518,40.776,616,Industrials,Heavy Equipment,Asia,South Korea,2017
Sekisui House,11.306,18.695,1.1239,19.408,616,Industrials,Construction Services,Asia,Japan,2017
Siam Commercial Bank,16.095,4.912,1.3495,81.346,616,Financials,Regional Banks,Asia,Thailand,2017
China Eastern Airlines,12.94,14.802,0.6939,30.225,619,Industrials,Airline,Asia,China,2017
Cemex,13.094,13.652,0.7507,29.111,620,Materials,Construction Materials,North America,Mexico,2017
Sumitomo Realty,12.27,8.994,0.9481,41.13,621,Financials,Real Estate,Asia,Japan,2017
Murata Manufacturing,28.4,10.375,1.4231,13.86,622,Information Technology,Electronics,Asia,Japan,2017
WEC Energy Group,19.048,7.472,0.9402,31.253,623,Utilities,Electric Utilities,North America,United States,2017
JXTG Holdings,16.602,72.026,-0.6496,58.001,624,Energy,Oil & Gas Operations,Asia,Japan,2017
China Fortune Land Development,15.544,7.629,0.9771,35.96,625,Industrials,Construction Services,Asia,China,2017
Evonik,14.917,14.085,0.8274,22.07,626,Materials,Specialized Chemicals,Europe,Germany,2017
Henderson Land,22.938,3.343,2.8233,45.852,627,Financials,Real Estate,Asia,Hong Kong,2017
China Southern Airlines,10.434,17.236,0.7695,28.845,628,Industrials,Airline,Asia,China,2017
ThyssenKrupp Group,13.549,44.029,0.3617,36.885,629,Industrials,Conglomerates,Europe,Germany,2017
Whirlpool,12.442,20.718,0.888,19.153,630,Consumer Discretionary,Household Appliances,North America,United States,2017
Paccar,23.59,17.009,0.5217,20.639,631,Industrials,Heavy Equipment,North America,United States,2017
Public Bank,17.414,4.528,1.2569,84.72,632,Financials,Regional Banks,Asia,Malaysia,2017
Bank of Ningbo,10.294,6.137,1.1581,125.591,633,Financials,Regional Banks,Asia,China,2017
Valeo,15.392,18.273,1.0232,15.165,634,Consumer Discretionary,Auto & Truck Parts,Europe,France,2017
Asahi Group Holdings,17.802,15.709,0.8211,17.009,635,Consumer Staples,Beverages,Asia,Japan,2017
Unibail-Rodamco,23.585,2.366,2.6648,42.976,635,Financials,Real Estate,Europe,France,2017
Delphi Automotive,20.234,16.661,1.156,12.292,637,Consumer Discretionary,Auto & Truck Parts,Europe,United Kingdom,2017
Bunge,10.596,42.679,0.743,19.188,638,Consumer Staples,Food Processing,North America,United States,2017
Capgemini,15.717,13.871,1.0188,17.36,639,Information Technology,Computer Services,Europe,France,2017
Mylan,21.206,11.111,0.48,34.726,639,Health Care,Pharmaceuticals,Europe,United Kingdom,2017
Sodexo,17.478,22.483,0.7074,15.768,641,Consumer Discretionary,Business & Personal Services,Europe,France,2017
Kasikornbank,13.385,5.362,1.139,79.47,642,Financials,Regional Banks,Asia,Thailand,2017
TELUS,19.547,9.604,0.9231,20.677,643,Telecommunication Services,Telecommunications services,North America,Canada,2017
Formosa Chemicals,17.864,9.898,1.3591,16.893,644,Materials,Specialized Chemicals,Asia,Taiwan,2017
Kao Corp,27.327,13.415,1.1647,11.474,645,Consumer Staples,Household/Personal Care,Asia,Japan,2017
VMware,37.786,7.092,1.186,16.643,645,Information Technology,Software & Programming,North America,United States,2017
Kweichow Moutai,71.537,4.95,2.5319,15.764,647,Consumer Staples,Beverages,Asia,China,2017
SCA,21.637,13.702,0.6506,18.245,647,Consumer Staples,Household/Personal Care,Europe,Sweden,2017
Fidelity National Information,26.26,9.263,0.568,26.031,649,Consumer Discretionary,Business & Personal Services,North America,United States,2017
Aeon,12.378,75.49,0.057,76.131,650,Consumer Staples,Food Retail,Asia,Japan,2017
Centene,12.221,40.607,0.558,20.197,651,Health Care,Managed Health Care,North America,United States,2017
Great Wall Motor,15.179,14.213,1.5851,13.293,652,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,2017
Telkom Indonesia,30.437,8.747,1.455,13.332,653,Telecommunication Services,Telecommunications services,Asia,Indonesia,2017
Molson Coors Brewing,20.531,4.885,1.972,29.342,654,Consumer Staples,Beverages,North America,United States,2017
Naspers,75.355,5.93,0.994,18.224,655,Consumer Discretionary,Broadcasting & Cable,Africa,South Africa,2017
Stanley Black & Decker,20.182,11.407,0.9653,15.635,656,Consumer Staples,Household/Personal Care,North America,United States,2017
Nucor,19.385,16.208,0.7314,15.224,657,Materials,Iron & Steel,North America,United States,2017
Transneft,4.73,12.66,3.4757,45.601,658,Energy,Oil Services & Equipment,Asia,Russia,2017
JD.com,45.719,38.985,-0.5756,23.142,659,Consumer Discretionary,Internet & Catalog Retail,Asia,China,2017
National Bank of Abu Dhabi,16.094,4.001,1.3647,114.545,660,Financials,Regional Banks,Asia,United Arab Emirates,2017
West Japan Railway,12.763,13.266,0.7419,24.472,661,Industrials,Railroads,Asia,Japan,2017
DaVita,13.046,14.745,0.8799,18.741,662,Health Care,Healthcare Services,North America,United States,2017
Commerzbank,11.025,15.94,0.2954,513.068,663,Financials,Regional Banks,Europe,Germany,2017
Fortescue Metals Group,14.287,8.221,1.8794,18.98,663,Materials,Iron & Steel,Australia,Australia,2017
Nan Ya Plastics,18.518,8.536,1.5155,16.148,665,Materials,Diversified Chemicals,Asia,Taiwan,2017
Solvay,12.876,13.37,0.6869,25.467,666,Materials,Diversified Chemicals,Europe,Belgium,2017
Longfor Properties,10.142,8.239,1.3741,32.352,667,Financials,Real Estate,Asia,China,2017
Rogers Communications,22.947,10.342,0.6438,21.134,668,Telecommunication Services,Telecommunications services,North America,Canada,2017
Barrick Gold,22.317,8.556,0.6485,25.264,669,Materials,Diversified Metals & Mining,North America,Canada,2017
China Reinsurance Group,9.895,13.733,0.7755,29.688,670,Financials,Diversified Insurance,Asia,China,2017
CIMB Group Holdings,10.918,6.02,0.8603,108.261,671,Financials,Regional Banks,Asia,Malaysia,2017
Krung Thai Bank,16.966,4.76,0.915,75.102,672,Financials,Regional Banks,Asia,Thailand,2017
Tatneft,14.577,8.659,1.6029,17.931,673,Energy,Oil & Gas Operations,Asia,Russia,2017
WH Group,12.841,21.534,1.0361,13.611,674,Consumer Staples,Food Processing,Asia,Hong Kong,2017
Kellogg,25.41,13.014,0.694,15.111,675,Consumer Staples,Food Processing,North America,United States,2017
Recruit Holdings,28.967,16.105,0.7776,11.203,676,Consumer Discretionary,Business & Personal Services,Asia,Japan,2017
Fast Retailing,31.76,16.444,0.6387,12.383,677,Consumer Discretionary,Apparel/Footwear Retail,Asia,Japan,2017
Estée Lauder,30.836,11.376,1.0811,11.212,678,Consumer Staples,Household/Personal Care,North America,United States,2017
Allied Irish Banks,14.553,3.951,1.4591,100.857,679,Financials,Regional Banks,Europe,Ireland,2017
PKN Orlen,11.176,20.165,1.3335,13.31,680,Energy,Oil & Gas Operations,Europe,Poland,2017
BAIC Motor,8.309,17.452,0.9549,24.304,681,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,2017
Mazda Motor,8.109,29.518,0.8365,21.968,682,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,2017
Weyerhaeuser,26.11,6.803,0.986,19.243,682,Financials,Real Estate,North America,United States,2017
Woolworths,25.711,41.149,0.3443,17.129,682,Consumer Staples,Food Retail,Australia,Australia,2017
Dong Energy,16.445,8.527,1.0858,19.361,685,Energy,Oil & Gas Operations,Europe,Denmark,2017
Level 3 Communications,21.114,8.172,0.666,24.888,685,Telecommunication Services,Telecommunications services,North America,United States,2017
Franklin Resources,23.619,6.463,1.7078,16.21,687,Financials,Investment Services,North America,United States,2017
Nidec,28.094,10.594,0.9435,12.786,688,Industrials,Electrical Equipment,Asia,Japan,2017
George Weston,10.942,36.228,0.4151,28.296,689,Consumer Staples,Food Retail,North America,Canada,2017
Lenovo Group,7.72,42.586,0.6083,27.204,690,Information Technology,Computer Hardware,Asia,Hong Kong,2017
LG Display,9.415,22.845,0.7815,20.604,691,Information Technology,Electronics,Asia,South Korea,2017
Activision Blizzard,37.299,6.607,0.911,17.452,692,Consumer Discretionary,Recreational Products,North America,United States,2017
Grupo Aval,9.209,8.468,0.701,74.716,693,Financials,Investment Services,South America,Colombia,2017
All Nippon Airways,10.435,16.142,0.8412,19.386,694,Industrials,Airline,Asia,Japan,2017
Reinsurance Group of America,8.079,11.522,0.7014,53.098,694,Financials,Diversified Insurance,North America,United States,2017
Tesoro,9.41,24.577,0.734,20.398,694,Energy,Oil & Gas Operations,North America,United States,2017
Samsung C&T,21.221,24.222,0.0925,36.81,697,Industrials,Trading Companies,Asia,South Korea,2017
RWE Group,10.28,48.219,-6.2954,85.436,698,Utilities,Electric Utilities,Europe,Germany,2017
Guosen Securities,17.603,5.97,1.0057,28.328,699,Financials,Investment Services,Asia,China,2017
TransCanada,40.608,9.616,0.1759,65.658,700,Energy,Oil Services & Equipment,North America,Canada,2017
Adobe Systems,64.42,6.097,1.3129,13.045,701,Information Technology,Software & Programming,North America,United States,2017
Teliasonera,17.011,9.832,0.5443,27.897,702,Telecommunication Services,Telecommunications services,Europe,Sweden,2017
Dentsu,15.51,7.716,0.7685,27.052,703,Consumer Discretionary,Advertising,Asia,Japan,2017
Deutsche Boerse,17.93,3.157,0.799,172.837,704,Financials,Investment Services,Europe,Germany,2017
Daiwa Securities,9.85,5.167,0.9481,175.965,705,Financials,Investment Services,Asia,Japan,2017
GF Securities,18.419,4.078,1.2098,51.774,705,Financials,Investment Services,Asia,China,2017
Textron,12.875,13.788,0.962,15.358,707,Industrials,Conglomerates,North America,United States,2017
Mitsubishi Heavy Industries,13.361,35.97,-0.0073,48.91,708,Industrials,Heavy Equipment,Asia,Japan,2017
Republic Services,21.316,9.388,0.6126,20.63,709,Industrials,Environmental & Waste,North America,United States,2017
Ericsson,21.423,26,0.2004,31.576,710,Information Technology,Communications Equipment,Europe,Sweden,2017
Isuzu Motors,10.785,17.442,0.9568,15.118,711,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,2017
Anhui Conch Cement,16.919,8.295,1.2799,15.759,712,Materials,Construction Materials,Asia,China,2017
First Data,13.959,11.584,0.42,40.292,713,Consumer Discretionary,Business & Personal Services,North America,United States,2017
Vonovia,16.828,3.949,2.545,34.303,713,Industrials,Construction Services,Europe,Germany,2017
Telenor,24.356,15.53,0.3372,23.969,715,Telecommunication Services,Telecommunications services,Europe,Norway,2017
Halliburton,43.069,15.887,-5.763,27,716,Energy,Oil Services & Equipment,North America,United States,2017
PPG,27.265,15.114,0.456,15.769,717,Materials,Diversified Chemicals,North America,United States,2017
CGN Power,14.155,5.067,1.097,41.389,718,Utilities,Electric Utilities,Asia,China,2017
Bankia,13.184,3.655,0.9624,200.579,719,Financials,Regional Banks,Europe,Spain,2017
Chunghwa Telecom,26.472,7.131,1.2424,13.874,720,Telecommunication Services,Telecommunications services,Asia,Taiwan,2017
Veolia Environnement,10.15,26.98,0.3477,40.027,721,Utilities,Diversified Utilities,Europe,France,2017
Occidental Petroleum,48.161,10.056,-0.574,43.109,722,Energy,Oil & Gas Operations,North America,United States,2017
J Sainsbury,7.1,33.667,0.6897,25.793,723,Consumer Staples,Food Retail,Europe,United Kingdom,2017
Bancolombia,8.887,6.681,0.9387,65.377,724,Financials,Regional Banks,South America,Colombia,2017
Sherwin-Williams,29.159,11.856,1.115,6.753,724,Consumer Discretionary,Home Improvement Retail,North America,United States,2017
NVIDIA,59.094,6.91,1.646,9.841,726,Information Technology,Semiconductors,North America,United States,2017
HAL Trust,15.07,8.886,0.9635,17.528,727,Financials,Investment Services,Europe,Netherlands,2017
VF,22.467,12.082,1.2284,9.739,728,Consumer Discretionary,Apparel/Accessories,North America,United States,2017
Yum Brands,22.745,10.967,1.619,5.478,729,Consumer Discretionary,Restaurants,North America,United States,2017
Qingdao Haier,10.606,16.986,0.7182,18.084,730,Consumer Discretionary,Household Appliances,Asia,China,2017
Prologis,28.374,2.533,1.2099,30.25,731,Financials,Real Estate,North America,United States,2017
Goodyear,8.863,15.158,1.264,16.511,732,Consumer Discretionary,Auto & Truck Parts,North America,United States,2017
Liberty Interactive,9.444,10.647,1.227,20.866,733,Consumer Discretionary,Internet & Catalog Retail,North America,United States,2017
Coca-Cola European Partners,17.869,10.104,0.6144,19.585,734,Consumer Staples,Beverages,Europe,United Kingdom,2017
Ross Stores,24.731,12.867,1.1177,5.544,735,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,2017
CNH Industrial,13.549,25.328,-0.373,47.834,736,Industrials,Heavy Equipment,Europe,United Kingdom,2017
Macy's,8.881,25.778,0.619,21.164,737,Consumer Discretionary,Department Stores,North America,United States,2017
