Company,Sector,Industry,Continent,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage,Profits as % of Assets,Profits as % of Sales
Hermès International,Consumer Discretionary,Apparel/Accessories,Europe,France,34.8,5,1,4.6,941,http://www.forbes.com/companies/hermes-international/,0.217391304347826,0.2
NiSource,Utilities,Natural Gas Utilities,North America,United States,11.2,5.7,0.5,22.7,941,http://www.forbes.com/companies/nisource/,0.0220264317180617,0.087719298245614
Huntington Bancshares,Financials,Regional Banks,North America,United States,8.5,2.8,0.6,59.5,941,http://www.forbes.com/companies/huntington-bancshares/,0.0100840336134454,0.214285714285714
RSA Insurance Group,Financials,Property & Casualty Insurance,Europe,United Kingdom,8.7,14.5,-0.5,33,944,http://www.forbes.com/companies/rsa-insurance-group/,-0.0151515151515152,-0.0344827586206897
Haitong Securities,Financials,Investment Services,Asia,China,14.4,2.1,0.7,22.2,945,http://www.forbes.com/companies/haitong-securities/,0.0315315315315315,0.333333333333333
Pentair,Industrials,Other Industrial Equipment,Europe,Switzerland,15.8,7.5,0.5,11.7,946,http://www.forbes.com/companies/pentair/,0.0427350427350427,0.0666666666666667
Onex,Financials,Investment Services,North America,Canada,6.2,29,-0.6,36.9,947,http://www.forbes.com/companies/onex/,-0.016260162601626,-0.0206896551724138
Dassault Aviation,Industrials,Aerospace & Defense,Europe,France,14.2,6.1,0.6,13.9,948,http://www.forbes.com/companies/dassault-aviation/,0.0431654676258993,0.0983606557377049
Sumitomo Metal Mining,Materials,Diversified Metals & Mining,Asia,Japan,6.8,8.5,0.9,14.4,949,http://www.forbes.com/companies/sumitomo-metal-mining/,0.0625,0.105882352941176
Comerica,Financials,Regional Banks,North America,United States,9.4,2.6,0.5,65.5,950,http://www.forbes.com/companies/comerica/,0.00763358778625954,0.192307692307692
Hong Kong & China Gas,Utilities,Natural Gas Utilities,Asia,Hong Kong,21.2,3.6,0.9,13.7,951,http://www.forbes.com/companies/hong-kong-china-gas/,0.0656934306569343,0.25
Oneok,Energy,Oil Services & Equipment,North America,United States,12.3,14.6,0.3,17.7,951,http://www.forbes.com/companies/oneok/,0.0169491525423729,0.0205479452054795
Emaar Properties,Financials,Real Estate,Asia,United Arab Emirates,17.9,2.9,0.7,17.7,953,http://www.forbes.com/companies/emaar-properties/,0.0395480225988701,0.241379310344828
Link REIT,Financials,Real Estate,Asia,Hong Kong,11.4,0.9,2.5,13.4,954,http://www.forbes.com/companies/link-reit/,0.186567164179104,2.77777777777778
GAIL India,Utilities,Natural Gas Utilities,Asia,India,8,9.3,0.8,12.2,955,http://www.forbes.com/companies/gail-india/,0.0655737704918033,0.0860215053763441
Uni-President,Consumer Staples,Food Processing,Asia,Taiwan,8.8,14.5,0.5,12.4,956,http://www.forbes.com/companies/uni-president/,0.0403225806451613,0.0344827586206897
Hindalco Industries,Materials,Aluminum,Asia,India,4.8,14.6,0.6,22.7,957,http://www.forbes.com/companies/hindalco-industries/,0.026431718061674,0.0410958904109589
Turkcell,Telecommunication Services,Telecommunications services,Europe,Turkey,12.5,6,1.2,10,958,http://www.forbes.com/companies/turkcell/,0.12,0.2
Reinsurance Group of America,Financials,Diversified Insurance,North America,United States,5.6,10.3,0.4,39.7,959,http://www.forbes.com/companies/reinsurance-group/,0.0100755667506297,0.0388349514563107
Johnson Matthey,Materials,Diversified Chemicals,Europe,United Kingdom,11.2,19.1,0.5,6,960,http://www.forbes.com/companies/johnson-matthey/,0.0833333333333333,0.0261780104712042
Korea Gas,Utilities,Natural Gas Utilities,Asia,South Korea,5.4,34.8,-0.2,41.4,961,http://www.forbes.com/companies/korea-gas/,-0.00483091787439614,-0.00574712643678161
MGM Resorts,Consumer Discretionary,Casinos & Gaming,North America,United States,13,9.8,-0.2,26.1,962,http://www.forbes.com/companies/mgm-resorts/,-0.00766283524904215,-0.0204081632653061
SM Investments,Consumer Discretionary,Department Stores,Asia,Philippines,12.8,5.8,0.6,14.3,963,http://www.forbes.com/companies/sm-investments/,0.041958041958042,0.103448275862069
Broadcom,Information Technology,Semiconductors,North America,United States,18.3,8.2,0.4,11.5,964,http://www.forbes.com/companies/broadcom/,0.0347826086956522,0.0487804878048781
Bank Negara Indonesia,Financials,Regional Banks,Asia,Indonesia,8.5,3.4,0.9,31.8,965,http://www.forbes.com/companies/bank-negara-indonesia/,0.0283018867924528,0.264705882352941
Canara Bank,Financials,Major Banks,Asia,India,2,6.9,0.5,77.2,966,http://www.forbes.com/companies/canara-bank/,0.00647668393782383,0.072463768115942
Kuwait Finance House,Financials,Regional Banks,Asia,Kuwait,12.6,2.8,0.4,54.8,966,http://www.forbes.com/companies/kuwait-finance-house/,0.0072992700729927,0.142857142857143
Singapore Airlines,Industrials,Airline,Asia,Singapore,9.8,12.2,0.3,17.9,968,http://www.forbes.com/companies/singapore-airlines/,0.0167597765363128,0.0245901639344262
Asustek Computer,Information Technology,Computer Hardware,Asia,Taiwan,7.5,15.5,0.7,9.1,968,http://www.forbes.com/companies/asustek-computer/,0.0769230769230769,0.0451612903225806
Antofagasta,Materials,Diversified Metals & Mining,Europe,United Kingdom,13.8,6,0.7,12.4,970,http://www.forbes.com/companies/antofagasta/,0.0564516129032258,0.116666666666667
Fidelity National Information,Consumer Discretionary,Business & Personal Services,North America,United States,15.7,6.1,0.5,14,971,http://www.forbes.com/companies/fidelity-national-information/,0.0357142857142857,0.0819672131147541
Cathay Pacific Airways,Industrials,Airline,Asia,Hong Kong,7.4,13,0.3,22.1,972,http://www.forbes.com/companies/cathay-pacific/,0.0135746606334842,0.0230769230769231
St Jude Medical,Health Care,Medical Equipment & Supplies,North America,United States,18.9,5.5,0.7,10.2,973,http://www.forbes.com/companies/st-jude-medical/,0.0686274509803922,0.127272727272727
CGI Group,Information Technology,Computer Services,North America,Canada,9.6,9.9,0.6,11.1,974,http://www.forbes.com/companies/cgi-group/,0.0540540540540541,0.0606060606060606
Noble Group,Industrials,Conglomerates,Asia,Hong Kong,6.3,97.9,0.2,19.7,975,http://www.forbes.com/companies/noble-group/,0.0101522842639594,0.00204290091930541
Bank of India,Financials,Regional Banks,Asia,India,2.4,6.6,0.5,84,976,http://www.forbes.com/companies/bank-of-india/,0.00595238095238095,0.0757575757575758
Public Storage,Financials,Real Estate,North America,United States,29.2,2,1,9.9,977,http://www.forbes.com/companies/public-storage/,0.101010101010101,0.5
Jeronimo Martins,Consumer Staples,Food Retail,Europe,Portugal,10.6,15.7,0.5,7,978,http://www.forbes.com/companies/jeronimo-martins/,0.0714285714285714,0.0318471337579618
Bank of Greece,Financials,Major Banks,Europe,Greece,0.4,2.8,1.1,150.9,979,http://www.forbes.com/companies/bank-of-greece/,0.00728959575878065,0.392857142857143
CapitaLand,Financials,Real Estate,Asia,Singapore,9.8,3.3,0.7,28.6,980,http://www.forbes.com/companies/capitaland/,0.0244755244755245,0.212121212121212
Schroders,Financials,Investment Services,Europe,United Kingdom,12.5,2.8,0.6,27.5,981,http://www.forbes.com/companies/schroders/,0.0218181818181818,0.214285714285714
Coca-Cola Enterprises,Consumer Staples,Beverages,North America,United States,12.2,8.2,0.7,9.5,982,http://www.forbes.com/companies/coca-cola-enterprises/,0.0736842105263158,0.0853658536585366
Tata Steel,Materials,Iron & Steel,Asia,India,6.5,23.8,-1.3,27.2,983,http://www.forbes.com/companies/tata-steel/,-0.0477941176470588,-0.0546218487394958
Rockwell Automation,Industrials,Other Industrial Equipment,North America,United States,17.3,6.5,0.8,5.9,984,http://www.forbes.com/companies/rockwell-automation/,0.135593220338983,0.123076923076923
Finmeccanica,Industrials,Aerospace & Defense,Europe,Italy,5.8,20.7,0,40.8,985,http://www.forbes.com/companies/finmeccanica/,0,0
Avnet,Information Technology,Electronics,North America,United States,6.5,26.7,0.5,11.5,985,http://www.forbes.com/companies/avnet/,0.0434782608695652,0.0187265917602996
Wm Morrison Supermarkets,Consumer Staples,Food Retail,Europe,United Kingdom,8.2,27.7,-0.4,17.6,987,http://www.forbes.com/companies/wm-morrison-supermarkets/,-0.0227272727272727,-0.0144404332129964
Canadian Tire,Consumer Discretionary,Specialty Stores,North America,Canada,7.6,11.4,0.5,12.8,988,http://www.forbes.com/companies/canadian-tire/,0.0390625,0.043859649122807
China Oilfield Services,Energy,Oil Services & Equipment,Asia,China,12.8,4.5,1.1,13.1,989,http://www.forbes.com/companies/china-oilfield-service/,0.083969465648855,0.244444444444444
Ralph Lauren,Consumer Discretionary,Apparel/Accessories,North America,United States,14.7,7.2,0.8,6.1,990,http://www.forbes.com/companies/ralph-lauren/,0.131147540983607,0.111111111111111
Showa Shell Sekiyu,Energy,Oil & Gas Operations,Asia,Japan,3.3,30.3,0.6,12.3,990,http://www.forbes.com/companies/showa-shell-sekiyu/,0.048780487804878,0.0198019801980198
Schindler Holding,Industrials,Other Industrial Equipment,Europe,Switzerland,17.1,9.5,0.5,8.8,992,http://www.forbes.com/companies/schindler-holding/,0.0568181818181818,0.0526315789473684
Bank of Yokohama,Financials,Major Banks,Asia,Japan,6.3,2.9,0.6,128.4,993,http://www.forbes.com/companies/bank-of-yokohama/,0.00467289719626168,0.206896551724138
Lorillard,Consumer Staples,Tobacco,North America,United States,19.5,5,1.2,3.5,994,http://www.forbes.com/companies/lorillard/,0.342857142857143,0.24
Grupo Carso,Industrials,Conglomerates,North America,Mexico,12.1,6.7,1.1,6.6,995,http://www.forbes.com/companies/grupo-carso/,0.166666666666667,0.164179104477612
Banco Popolare,Financials,Regional Banks,Europe,Italy,7.3,7.2,-0.8,173.7,996,http://www.forbes.com/companies/banco-popolare/,-0.00460564191134139,-0.111111111111111
Continental Resources,Energy,Oil & Gas Operations,North America,United States,22.8,3.5,0.8,12,997,http://www.forbes.com/companies/continental-resources/,0.0666666666666667,0.228571428571429
CA,Information Technology,Software & Programming,North America,United States,14.1,4.6,1,11.8,998,http://www.forbes.com/companies/ca/,0.0847457627118644,0.217391304347826
NHN,Information Technology,Computer Services,Asia,South Korea,24.3,2.3,1.7,2.6,999,http://www.forbes.com/companies/naver/,0.653846153846154,0.739130434782609
Wynn Resorts,Consumer Discretionary,Casinos & Gaming,North America,United States,23,5.6,0.7,8.4,1000,http://www.forbes.com/companies/wynn-resorts/,0.0833333333333333,0.125
Arab National Bank,Financials,Regional Banks,Asia,Saudi Arabia,8,1.6,0.7,36.8,1001,http://www.forbes.com/companies/arab-national-bank/,0.0190217391304348,0.4375
Next,Consumer Discretionary,Apparel/Footwear Retail,Europe,United Kingdom,17.2,5.9,0.9,3.5,1002,http://www.forbes.com/companies/next/,0.257142857142857,0.152542372881356
Weichai Power,Industrials,Heavy Equipment,Asia,China,7.7,9.4,0.6,13,1003,http://www.forbes.com/companies/weichai-power/,0.0461538461538461,0.0638297872340425
Amcor,Materials,Containers & Packaging,Australia,Australia,11.5,11.2,0.5,9,1004,http://www.forbes.com/companies/amcor/,0.0555555555555556,0.0446428571428571
Wendel,Financials,Investment Services,Europe,France,7.7,8.5,0.4,18.7,1005,http://www.forbes.com/companies/wendel/,0.0213903743315508,0.0470588235294118
Bidvest Group,Industrials,Conglomerates,Africa,South Africa,8.8,17.4,0.5,7.3,1006,http://www.forbes.com/companies/bidvest-group/,0.0684931506849315,0.028735632183908
Brambles,Consumer Discretionary,Business & Personal Services,Australia,Australia,13.4,5.6,1.3,7.5,1007,http://www.forbes.com/companies/brambles/,0.173333333333333,0.232142857142857
Hankyu Hanshin Holdings,Industrials,Railroads,Asia,Japan,6.8,7.1,0.5,21.6,1008,http://www.forbes.com/companies/hankyu-hanshin-holdings/,0.0231481481481481,0.0704225352112676
Qingdao Haier,Consumer Discretionary,Household Appliances,Asia,China,7.1,13.8,0.6,9.9,1009,http://www.forbes.com/companies/qingdao-haier/,0.0606060606060606,0.0434782608695652
Sun Art Retail Group,Consumer Discretionary,Specialty Stores,Asia,Hong Kong,11.9,14,0.5,8.2,1010,http://www.forbes.com/companies/sun-art-retail-group/,0.0609756097560976,0.0357142857142857
Power Grid of India,Utilities,Electric Utilities,Asia,India,9.5,2.4,0.8,22,1011,http://www.forbes.com/companies/power-grid-of-india/,0.0363636363636364,0.333333333333333
IntercontinentalExchange,Financials,Investment Services,North America,United States,22.2,1.8,0.3,64.8,1011,http://www.forbes.com/companies/intercontinentalexchange/,0.00462962962962963,0.166666666666667
Rock-Tenn,Materials,Containers & Packaging,North America,United States,7.5,9.6,0.8,10.6,1013,http://www.forbes.com/companies/rock-tenn/,0.0754716981132076,0.0833333333333333
Mattel,Consumer Staples,Household/Personal Care,North America,United States,13.7,6.5,0.9,6.4,1013,http://www.forbes.com/companies/mattel/,0.140625,0.138461538461538
Pohjola Bank,Financials,Regional Banks,Europe,Finland,7.3,2.6,0.6,60.2,1015,http://www.forbes.com/companies/pohjola-bank/,0.00996677740863787,0.230769230769231
Shaanxi Coal Industry,Materials,Diversified Metals & Mining,Asia,China,6.7,7,1,13.1,1016,http://www.forbes.com/companies/shaanxi-coal-industry/,0.0763358778625954,0.142857142857143
CenterPoint Energy,Utilities,Natural Gas Utilities,North America,United States,10.2,8.1,0.3,21.9,1017,http://www.forbes.com/companies/centerpoint-energy/,0.0136986301369863,0.037037037037037
Advanced Info Service,Telecommunication Services,Telecommunications services,Asia,Thailand,21,4.6,1.2,3.4,1018,http://www.forbes.com/companies/advanced-info-service/,0.352941176470588,0.260869565217391
Harley-Davidson,Consumer Discretionary,Recreational Products,North America,United States,15,5.9,0.7,9.4,1019,http://www.forbes.com/companies/harley-davidson/,0.074468085106383,0.11864406779661
DP World,Industrials,Other Transportation,Asia,United Arab Emirates,15.1,3.1,0.6,16.8,1020,http://www.forbes.com/companies/dp-world/,0.0357142857142857,0.193548387096774
Chongqing Rural Bank,Financials,Regional Banks,Asia,China,4.1,4.3,1,81.1,1021,http://www.forbes.com/companies/chongqing-rural-bank/,0.0123304562268804,0.232558139534884
Legrand,Industrials,Electrical Equipment,Europe,France,16.5,5.9,0.7,9.1,1022,http://www.forbes.com/companies/legrand/,0.0769230769230769,0.11864406779661
Uralkali,Materials,Specialized Chemicals,Asia,Russia,13.1,3.3,1.2,12.9,1022,http://www.forbes.com/companies/uralkali/,0.0930232558139535,0.363636363636364
Kyushu Electric Power,Utilities,Electric Utilities,Asia,Japan,5.5,17.6,-1.6,42.4,1024,http://www.forbes.com/companies/kyushu-electric-power/,-0.0377358490566038,-0.0909090909090909
SGS,Consumer Discretionary,Business & Personal Services,Europe,Switzerland,18.9,6.3,0.6,5.7,1025,http://www.forbes.com/companies/sgs/,0.105263157894737,0.0952380952380952
Terna,Utilities,Electric Utilities,Europe,Italy,10.9,2.5,0.7,20.2,1025,http://www.forbes.com/companies/terna/,0.0346534653465346,0.28
Grupo Bimbo,Consumer Staples,Food Processing,North America,Mexico,12.8,13.8,0.3,10.3,1027,http://www.forbes.com/companies/grupo-bimbo/,0.029126213592233,0.0217391304347826
Guangzhou R&F,Financials,Real Estate,Asia,China,4.6,5.9,1.2,23.2,1028,http://www.forbes.com/companies/guangzhou-rf/,0.0517241379310345,0.203389830508475
Mediatek,Information Technology,Semiconductors,Asia,Taiwan,24,4.6,0.9,8.7,1029,http://www.forbes.com/companies/mediatek/,0.103448275862069,0.195652173913043
KGHM Polska Miedz,Materials,Diversified Metals & Mining,Europe,Poland,7.2,7.6,0.9,11.4,1030,http://www.forbes.com/companies/kghm-polska-miedz/,0.0789473684210526,0.118421052631579
Ventas,Financials,Real Estate,North America,United States,18.1,2.8,0.4,19.7,1031,http://www.forbes.com/companies/ventas/,0.0203045685279188,0.142857142857143
O'Reilly Automotive,Consumer Discretionary,Specialty Stores,North America,United States,15.9,6.6,0.7,6.1,1032,http://www.forbes.com/companies/oreilly-automotive/,0.114754098360656,0.106060606060606
Newmont Mining,Materials,Diversified Metals & Mining,North America,United States,11.8,8.3,-2.5,24.8,1033,http://www.forbes.com/companies/newmont-mining/,-0.100806451612903,-0.301204819277108
Neste Oil,Energy,Oil & Gas Operations,Europe,Finland,5.3,23.2,0.7,9.7,1034,http://www.forbes.com/companies/neste-oil/,0.0721649484536083,0.0301724137931034
Sumitomo Chemical,Materials,Diversified Chemicals,Asia,Japan,6,21.9,0.1,26.9,1035,http://www.forbes.com/companies/sumitomo-chemical/,0.00371747211895911,0.0045662100456621
Air France-KLM,Industrials,Airline,Europe,France,4.7,34,-2.4,35,1036,http://www.forbes.com/companies/air-france-klm/,-0.0685714285714286,-0.0705882352941176
Shin Kong Financial,Financials,Life & Health Insurance,Asia,Taiwan,3,8.5,0.4,83.2,1037,http://www.forbes.com/companies/shin-kong-financial/,0.00480769230769231,0.0470588235294118
Lagardère,Consumer Discretionary,Printing & Publishing,Europe,France,5.2,9.5,1.7,11.1,1038,http://www.forbes.com/companies/lagardere/,0.153153153153153,0.178947368421053
Tingyi Holding,Consumer Staples,Food Processing,Asia,China,16.2,10.9,0.4,8.4,1039,http://www.forbes.com/companies/tingyi-holding/,0.0476190476190476,0.036697247706422
McGraw-Hill Cos,Consumer Discretionary,Printing & Publishing,North America,United States,21.1,4.9,0.9,6.1,1040,http://www.forbes.com/companies/mcgraw-hill-cos/,0.147540983606557,0.183673469387755
Shire,Health Care,Pharmaceuticals,Europe,Ireland,29,5,0.7,8.3,1041,http://www.forbes.com/companies/shire/,0.0843373493975904,0.14
Assurant,Financials,Diversified Insurance,North America,United States,4.7,9,0.5,30.8,1042,http://www.forbes.com/companies/assurant/,0.0162337662337662,0.0555555555555556
BorgWarner,Consumer Discretionary,Auto & Truck Parts,North America,United States,14.4,7.4,0.6,6.9,1043,http://www.forbes.com/companies/borgwarner/,0.0869565217391304,0.0810810810810811
Cielo,Consumer Discretionary,Business & Personal Services,South America,Brazil,25.3,3.1,1.2,5.6,1044,http://www.forbes.com/companies/cielo/,0.214285714285714,0.387096774193548
Bharat Petroleum,Energy,Oil & Gas Operations,Asia,India,5.4,40.3,0.3,14.9,1045,http://www.forbes.com/companies/bharat-petroleum/,0.0201342281879195,0.00744416873449132
Dangote Cement,Materials,Construction Materials,Africa,Nigeria,24.3,2.4,1.3,5.3,1046,http://www.forbes.com/companies/dangote-cement/,0.245283018867925,0.541666666666667
IHI,Industrials,Heavy Equipment,Asia,Japan,6.2,12.9,0.5,14.2,1047,http://www.forbes.com/companies/ihi/,0.0352112676056338,0.0387596899224806
Helvetia Holding,Financials,Diversified Insurance,Europe,Switzerland,4.5,9.1,0.4,49.6,1048,http://www.forbes.com/companies/helvetia-holding/,0.00806451612903226,0.043956043956044
Ashland,Materials,Specialized Chemicals,North America,United States,7.8,7.8,0.7,12,1049,http://www.forbes.com/companies/ashland/,0.0583333333333333,0.0897435897435897
Latam Airlines,Industrials,Airline,South America,Chile,8.2,12.9,-0.3,22.6,1050,http://www.forbes.com/companies/latam-airlines/,-0.0132743362831858,-0.0232558139534884
Ambac Financial Group,Financials,Diversified Insurance,North America,United States,1.4,1,3.9,27,1051,http://www.forbes.com/companies/ambac-financial-group/,0.144444444444444,3.9
All Nippon Airways,Industrials,Airline,Asia,Japan,7.6,16,0.2,20.5,1052,http://www.forbes.com/companies/all-nippon-airways/,0.00975609756097561,0.0125
RHB Capital,Financials,Regional Banks,Asia,Malaysia,6.6,3,0.6,58.3,1052,http://www.forbes.com/companies/rhb-capital/,0.0102915951972556,0.2
Henan Shuanghui Investment,Consumer Staples,Food Processing,Asia,China,14,7.3,0.6,3.3,1054,http://www.forbes.com/companies/henan-shuanghui-investment/,0.181818181818182,0.0821917808219178
United Utilities,Utilities,Diversified Utilities,Europe,United Kingdom,9.1,2.6,1.1,16.8,1055,http://www.forbes.com/companies/united-utilities/,0.0654761904761905,0.423076923076923
Storebrand,Financials,Diversified Insurance,Europe,Norway,2.6,9,0.3,74.2,1056,http://www.forbes.com/companies/storebrand/,0.00404312668463612,0.0333333333333333
Hormel Foods,Consumer Staples,Food Processing,North America,United States,12.9,8.9,0.5,5.1,1057,http://www.forbes.com/companies/hormel-foods/,0.0980392156862745,0.0561797752808989
Intact Financial,Financials,Property & Casualty Insurance,North America,Canada,8.3,7.2,0.4,18.1,1058,http://www.forbes.com/companies/intact-financial/,0.0220994475138122,0.0555555555555556
Delhaize Group,Consumer Staples,Food Retail,Europe,Belgium,7.3,28.5,0.2,16,1059,http://www.forbes.com/companies/delhaize-group/,0.0125,0.00701754385964912
Eletrobrás,Utilities,Electric Utilities,South America,Brazil,4.5,15.3,-2.9,58.7,1060,http://www.forbes.com/companies/eletrobras/,-0.0494037478705281,-0.189542483660131
Norsk Hydro,Materials,Aluminum,Europe,Norway,10.2,11,-0.2,19,1061,http://www.forbes.com/companies/norsk-hydro/,-0.0105263157894737,-0.0181818181818182
Petronas Chemicals,Materials,Specialized Chemicals,Asia,Malaysia,16.7,4.8,1,8.5,1062,http://www.forbes.com/companies/petronas-chemicals/,0.117647058823529,0.208333333333333
Prologis,Financials,Real Estate,North America,United States,20.4,1.8,0.3,24.6,1063,http://www.forbes.com/companies/prologis/,0.0121951219512195,0.166666666666667
Randstad Holding,Consumer Discretionary,Business & Personal Services,Europe,Netherlands,10.6,22,0.3,9.1,1064,http://www.forbes.com/companies/randstad-holding/,0.032967032967033,0.0136363636363636
Sembcorp Industries,Industrials,Construction Services,Asia,Singapore,7.7,8.6,0.7,10.9,1065,http://www.forbes.com/companies/sembcorp-industries/,0.0642201834862385,0.0813953488372093
Attijariwafa Bank,Financials,Regional Banks,Africa,Morocco,7.9,2.8,0.5,44.9,1065,http://www.forbes.com/companies/attijariwafa-bank/,0.0111358574610245,0.178571428571429
Melco Crown Entertainment,Consumer Discretionary,Casinos & Gaming,Asia,Hong Kong,22.1,5.1,0.6,8.8,1067,http://www.forbes.com/companies/melco-crown-entertainment/,0.0681818181818182,0.117647058823529
China Resources Enterprise,Consumer Discretionary,Specialty Stores,Asia,Hong Kong,6.8,18.9,0.2,20,1068,http://www.forbes.com/companies/china-resources-enterprise/,0.01,0.0105820105820106
China Eastern Airlines,Industrials,Airline,Asia,China,4.8,14.3,0.4,22.8,1069,http://www.forbes.com/companies/china-eastern-airlines/,0.0175438596491228,0.027972027972028
Mitsubishi Materials,Materials,Diversified Metals & Mining,Asia,Japan,3.7,14.1,0.5,17.2,1070,http://www.forbes.com/companies/mitsubishi-materials/,0.0290697674418605,0.0354609929078014
Celanese,Materials,Diversified Chemicals,North America,United States,8.7,6.5,1.1,9,1071,http://www.forbes.com/companies/celanese/,0.122222222222222,0.169230769230769
Shaw Communications,Consumer Discretionary,Broadcasting & Cable,North America,Canada,10.9,5.1,0.7,11.9,1072,http://www.forbes.com/companies/shaw-communications/,0.0588235294117647,0.137254901960784
Prada,Consumer Discretionary,Apparel/Accessories,Europe,Italy,20.8,4.7,0.9,5.1,1073,http://www.forbes.com/companies/prada/,0.176470588235294,0.191489361702128
SES,Consumer Discretionary,Broadcasting & Cable,Europe,Luxembourg,15,2.5,0.8,12.5,1074,http://www.forbes.com/companies/ses/,0.064,0.32
Tohoku Electric Power,Utilities,Electric Utilities,Asia,Japan,4.9,19.9,-0.4,39.5,1075,http://www.forbes.com/companies/tohoku-electric-power/,-0.010126582278481,-0.0201005025125628
Lend Lease Group,Financials,Real Estate,Australia,Australia,6,12.1,0.5,13.8,1076,http://www.forbes.com/companies/lend-lease-group/,0.036231884057971,0.0413223140495868
Alleghany,Financials,Property & Casualty Insurance,North America,United States,6.8,4.9,0.6,23.7,1077,http://www.forbes.com/companies/alleghany/,0.0253164556962025,0.122448979591837
Arrow Electronics,Information Technology,Electronics,North America,United States,6,21.4,0.4,12.1,1078,http://www.forbes.com/companies/arrow-electronics/,0.0330578512396694,0.0186915887850467
Boston Scientific,Health Care,Medical Equipment & Supplies,North America,United States,18,7.1,-0.1,16.6,1079,http://www.forbes.com/companies/boston-scientific/,-0.00602409638554217,-0.0140845070422535
Shizuoka Bank,Financials,Regional Banks,Asia,Japan,6.1,2.2,0.5,103.3,1080,http://www.forbes.com/companies/shizuoka-bank/,0.00484027105517909,0.227272727272727
Stora Enso,Materials,Paper & Paper Products,Europe,Finland,8.5,14,-0.1,17.6,1081,http://www.forbes.com/companies/stora-enso/,-0.00568181818181818,-0.00714285714285714
Hyundai Engineering,Industrials,Construction Services,Asia,South Korea,5.9,12.7,0.5,14,1082,http://www.forbes.com/companies/hyundai-engineering/,0.0357142857142857,0.0393700787401575
Suntory Beverage & Food,,,Asia,Japan,10.5,11.5,0.3,12,1083,http://www.forbes.com/companies/suntory-beverage-food/,0.025,0.0260869565217391
Chicago Bridge & Iron,Industrials,Construction Services,Europe,Netherlands,9.4,11.1,0.5,9.4,1084,http://www.forbes.com/companies/chicago-bridge-iron/,0.0531914893617021,0.045045045045045
Daito Trust Construction,Industrials,Construction Services,Asia,Japan,7.2,12.8,0.7,5.5,1085,http://www.forbes.com/companies/daito-trust-construction/,0.127272727272727,0.0546875
PulteGroup,Industrials,Construction Services,North America,United States,7.5,5.6,2.6,8.7,1086,http://www.forbes.com/companies/pultegroup/,0.298850574712644,0.464285714285714
T Rowe Price,Financials,Investment Services,North America,United States,21.8,3.5,1,5.2,1086,http://www.forbes.com/companies/t-rowe-price/,0.192307692307692,0.285714285714286
Huishang Bank Corporation Limited,Financials,Regional Banks,Asia,China,5,3.2,0.8,63.1,1088,http://www.forbes.com/companies/huishang-bank-corporation-limited/,0.0126782884310618,0.25
Quest Diagnostics,Health Care,Healthcare Services,North America,United States,8.7,7.1,0.8,8.9,1089,http://www.forbes.com/companies/quest-diagnostics/,0.0898876404494382,0.112676056338028
CMS Energy,Utilities,Electric Utilities,North America,United States,7.8,6.6,0.5,17.4,1090,http://www.forbes.com/companies/cms-energy/,0.028735632183908,0.0757575757575758
PKN Orlen,Energy,Oil & Gas Operations,Europe,Poland,6,36,0.1,17.1,1091,http://www.forbes.com/companies/pkn-orlen/,0.00584795321637427,0.00277777777777778
Arab Bank,Financials,Regional Banks,Asia,Jordan,7,2.2,0.5,46.4,1092,http://www.forbes.com/companies/arab-bank/,0.0107758620689655,0.227272727272727
China Southern Airlines,Industrials,Airline,Asia,China,3.7,15.9,0.3,27.3,1093,http://www.forbes.com/companies/china-southern-airlines/,0.010989010989011,0.0188679245283019
Yamato Holdings,Industrials,Trucking,Asia,Japan,9.8,13.8,0.3,10.1,1093,http://www.forbes.com/companies/yamato-holdings/,0.0297029702970297,0.0217391304347826
Kawasaki Heavy Industries,Industrials,Heavy Equipment,Asia,Japan,6.3,13.6,0.4,15.9,1095,http://www.forbes.com/companies/kawasaki-heavy-industries/,0.0251572327044025,0.0294117647058824
Brenntag,Materials,Specialized Chemicals,Europe,Germany,9.6,13,0.5,7.8,1095,http://www.forbes.com/companies/brenntag/,0.0641025641025641,0.0384615384615385
Zimmer Holdings,Health Care,Medical Equipment & Supplies,North America,United States,16.1,4.6,0.8,9.6,1097,http://www.forbes.com/companies/zimmer-holdings/,0.0833333333333333,0.173913043478261
Bank of Ningbo,Financials,Regional Banks,Asia,China,4.1,3.9,0.8,73.9,1098,http://www.forbes.com/companies/bank-of-ningbo/,0.0108254397834912,0.205128205128205
General Growth Properties,Financials,Real Estate,North America,United States,19.5,2.5,0.3,25.8,1099,http://www.forbes.com/companies/general-growth-properties/,0.0116279069767442,0.12
Rexel,Information Technology,Electronics,Europe,France,7.4,17.3,0.3,14.5,1100,http://www.forbes.com/companies/rexel/,0.0206896551724138,0.0173410404624277
Charter Communications,Consumer Discretionary,Broadcasting & Cable,North America,United States,13.6,8.2,-0.2,17.3,1101,http://www.forbes.com/companies/charter-communications/,-0.0115606936416185,-0.024390243902439
NetApp,Information Technology,Computer Storage Devices,North America,United States,12.3,6.4,0.6,9,1102,http://www.forbes.com/companies/netapp/,0.0666666666666667,0.09375
