Company,Sector,Industry,Continent,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage,Profits as % of Assets,Profits as % of Sales
Aurizon Holdings,Industrials,Railroads,Australia,Australia,10.1,3.7,0.4,9.3,1657,http://www.forbes.com/companies/aurizon-holdings/,0.043010752688172,0.108108108108108
Banca CARIGE,Financials,Thrifts & Mortgage Finance,Europe,Italy,2,1.8,-2,58.1,1657,http://www.forbes.com/companies/banca-carige/,-0.0344234079173838,-1.11111111111111
Tesla Motors,,,North America,United States,26.7,2,-0.1,2.4,1657,http://www.forbes.com/companies/tesla-motors/,-0.0416666666666667,-0.05
Israel Discount Bank,Financials,Regional Banks,Asia,Israel,2,2.7,0.2,57.8,1660,http://www.forbes.com/companies/israel-discount-bank/,0.00346020761245675,0.0740740740740741
A2A,Utilities,Electric Utilities,Europe,Italy,4.1,7.1,0.1,17.6,1661,http://www.forbes.com/companies/a2a/,0.00568181818181818,0.0140845070422535
Blom Bank,Financials,Regional Banks,Asia,Lebanon,1.9,1.6,0.3,26.2,1661,http://www.forbes.com/companies/blom-bank/,0.0114503816793893,0.1875
Huntsman,Materials,Diversified Chemicals,North America,United States,6,11.1,0.1,9.2,1663,http://www.forbes.com/companies/huntsman/,0.0108695652173913,0.00900900900900901
JTEKT,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,5.1,12.5,0.2,10.6,1664,http://www.forbes.com/companies/jtekt/,0.0188679245283019,0.016
Waters,,Precision Healthcare Equipment,North America,United States,9.3,1.9,0.4,3.6,1665,http://www.forbes.com/companies/waters/,0.111111111111111,0.210526315789474
E.Sun Financial,Financials,Consumer Financial Services,Asia,Taiwan,3.5,1.2,0.3,45.1,1666,http://www.forbes.com/companies/esun-financial/,0.00665188470066519,0.25
Almarai,Consumer Staples,Food Processing,Asia,Saudi Arabia,10.4,3,0.4,6.2,1667,http://www.forbes.com/companies/almarai/,0.0645161290322581,0.133333333333333
BOE Technology Group,Information Technology,Electronics,Asia,China,4.8,5.4,0.4,14.8,1668,http://www.forbes.com/companies/boe-technology-group/,0.027027027027027,0.0740740740740741
SL Green Realty,Financials,Real Estate,North America,United States,9.6,1.5,0.1,15,1669,http://www.forbes.com/companies/sl-green-realty/,0.00666666666666667,0.0666666666666667
Banrisul,Financials,Regional Banks,South America,Brazil,2.3,3.6,0.4,22.6,1670,http://www.forbes.com/companies/banrisul/,0.0176991150442478,0.111111111111111
Equity Assurance,,,Africa,Nigeria,0,0,0,54.3,1670,http://www.forbes.com/companies/equity-assurance/,0,NaN
Juroku Bank,Financials,Regional Banks,Asia,Japan,1.3,1.1,0.1,54.2,1672,http://www.forbes.com/companies/juroku-bank/,0.0018450184501845,0.0909090909090909
Ruentex Industries,,,Asia,Taiwan,2.3,2.6,1.5,3.9,1673,http://www.forbes.com/companies/ruentex-industries/,0.384615384615385,0.576923076923077
Atco,Utilities,Electric Utilities,North America,Canada,5.5,4.2,0.4,15.1,1674,http://www.forbes.com/companies/atco/,0.0264900662251656,0.0952380952380952
Salzgitter,Materials,Iron & Steel,Europe,Germany,2.4,12.3,-0.7,11.1,1674,http://www.forbes.com/companies/salzgitter/,-0.0630630630630631,-0.056910569105691
Ashikaga Holdings,Financials,Regional Banks,Asia,Japan,1.5,1.1,0.2,53.9,1676,http://www.forbes.com/companies/ashikaga-holdings/,0.00371057513914657,0.181818181818182
Ziggo,,,Europe,Netherlands,8.9,2.1,0.5,7.3,1677,http://www.forbes.com/companies/ziggo/,0.0684931506849315,0.238095238095238
Bolsas & Mercados,Financials,Investment Services,Europe,Spain,3.4,0.4,0.2,53.6,1678,http://www.forbes.com/companies/bolsas-mercados/,0.00373134328358209,0.5
Thanachart Capital,Financials,Regional Banks,Asia,Thailand,1.4,2.4,0.3,32,1679,http://www.forbes.com/companies/thanachart-capital/,0.009375,0.125
Brilliance China Automotive Holdings,,,Asia,Hong Kong,7.7,1,0.5,3.1,1680,http://www.forbes.com/companies/brilliance-china-automotive-holdings/,0.161290322580645,0.5
Halyk Bank,Financials,Regional Banks,Asia,Kazakhstan,2.2,1.7,0.5,16.3,1681,http://www.forbes.com/companies/halyk-bank/,0.0306748466257669,0.294117647058824
ARM Holdings,Information Technology,Semiconductors,Europe,United Kingdom,24.5,1.1,0.2,2.7,1682,http://www.forbes.com/companies/arm-holdings/,0.0740740740740741,0.181818181818182
ProSiebenSat1 Media,Consumer Discretionary,Broadcasting & Cable,Europe,Germany,9.9,3.5,0.4,4.9,1683,http://www.forbes.com/companies/prosieben-sat1-media/,0.0816326530612245,0.114285714285714
Hyundai Hysco,Materials,Iron & Steel,Asia,South Korea,1.2,3.7,1.5,5.2,1684,http://www.forbes.com/companies/hyundai-hysco/,0.288461538461538,0.405405405405405
Shionogi & Co.,Health Care,Pharmaceuticals,Asia,Japan,6.1,3,0.8,5.9,1684,http://www.forbes.com/companies/shionogi-co/,0.135593220338983,0.266666666666667
Sega Sammy Holdings,Consumer Discretionary,Recreational Products,Asia,Japan,5.8,4.3,0.8,5.5,1686,http://www.forbes.com/companies/sega-sammy-holdings/,0.145454545454545,0.186046511627907
WABCO Holdings,Consumer Discretionary,Auto & Truck Parts,North America,United States,6.6,2.7,0.7,2.4,1687,http://www.forbes.com/companies/wabco-holdings/,0.291666666666667,0.259259259259259
Imperial Holdings,Industrials,Conglomerates,Africa,South Africa,3.7,10.2,0.4,5.4,1687,http://www.forbes.com/companies/imperial-holdings/,0.0740740740740741,0.0392156862745098
Senshu Ikeda Holdings,Financials,Regional Banks,Asia,Japan,1.1,1,0.1,50.7,1687,http://www.forbes.com/companies/senshu-ikeda-holdings/,0.0019723865877712,0.1
Hugo Boss,Consumer Discretionary,Apparel/Accessories,Europe,Germany,9.2,3.2,0.4,2.1,1690,http://www.forbes.com/companies/hugo-boss/,0.19047619047619,0.125
Magnitogorsk Iron & Steel,Materials,Iron & Steel,Asia,Russia,1.8,8.4,-0.4,14.4,1691,http://www.forbes.com/companies/magnitogorsk-iron/,-0.0277777777777778,-0.0476190476190476
Nanto Bank,Financials,Regional Banks,Asia,Japan,1,0.8,0.1,49.7,1692,http://www.forbes.com/companies/nanto-bank/,0.00201207243460765,0.125
ASM International N.V.,Information Technology,Semiconductors,Europe,Netherlands,2.6,0.8,1.4,2.1,1693,http://www.forbes.com/companies/asm-international-nv/,0.666666666666667,1.75
Emirates Integrated Telecom,Telecommunication Services,Telecommunications services,Asia,United Arab Emirates,7.5,2.9,0.5,4.4,1694,http://www.forbes.com/companies/emirates-integrated-telecom/,0.113636363636364,0.172413793103448
BayWa,Consumer Discretionary,Specialty Stores,Europe,Germany,2,19.5,0.2,6.9,1695,http://www.forbes.com/companies/baywa/,0.0289855072463768,0.0102564102564103
Affiliated Managers Group,Financials,Investment Services,North America,United States,11.3,2.2,0.4,6.3,1696,http://www.forbes.com/companies/affiliated-managers-group/,0.0634920634920635,0.181818181818182
IDB Holding,Financials,Investment Services,Asia,Israel,0,8.9,-0.1,13.4,1697,http://www.forbes.com/companies/idb-holding/,-0.00746268656716418,-0.0112359550561798
China Agri-Industries,Materials,Diversified Chemicals,Asia,Hong Kong,2.1,12.2,0.2,10.7,1698,http://www.forbes.com/companies/china-agri-industries/,0.0186915887850467,0.0163934426229508
Qatar Islamic Bank,Financials,Regional Banks,Asia,Qatar,4.9,0.8,0.4,21.2,1699,http://www.forbes.com/companies/qatar-islamic-bank/,0.0188679245283019,0.5
LinkedIn,Information Technology,Computer Services,North America,United States,22.7,1.5,0,3.4,1700,http://www.forbes.com/companies/linkedin/,0,0
Lindt & Sprungli,Consumer Staples,Food Processing,Europe,Switzerland,13.2,3.1,0.3,4.4,1700,http://www.forbes.com/companies/lindt-sprungli/,0.0681818181818182,0.0967741935483871
PBF Energy,Energy,Oil & Gas Operations,North America,United States,3,19.2,0,4.4,1702,http://www.forbes.com/companies/pbf-energy/,0,0
Hyakugo Bank,Financials,Regional Banks,Asia,Japan,1,0.8,0.1,48.1,1702,http://www.forbes.com/companies/hyakugo-bank/,0.00207900207900208,0.125
Pacific Rubiales Energy,Energy,Oil & Gas Operations,North America,Canada,5.9,4.6,0.4,11.2,1704,http://www.forbes.com/companies/pacific-rubiales-energy/,0.0357142857142857,0.0869565217391304
Far Eastern New Century,Materials,Diversified Chemicals,Asia,Taiwan,5.6,8,0.2,12.3,1705,http://www.forbes.com/companies/far-eastern-new-century/,0.016260162601626,0.025
Reliance Steel,Materials,Iron & Steel,North America,United States,5.5,9.2,0.3,7.3,1705,http://www.forbes.com/companies/reliance-steel/,0.0410958904109589,0.0326086956521739
Ayala,Industrials,Conglomerates,Asia,Philippines,7.9,3.2,0.3,13.5,1707,http://www.forbes.com/companies/ayala/,0.0222222222222222,0.09375
CJ Cheiljedang,Consumer Staples,Food Processing,Asia,South Korea,3.6,9.9,0.1,12.3,1707,http://www.forbes.com/companies/cj-cheiljedang/,0.00813008130081301,0.0101010101010101
Polyus Gold International,Materials,Diversified Metals & Mining,Europe,United Kingdom,10.3,2.6,0.4,5.4,1709,http://www.forbes.com/companies/polyus-gold-international/,0.0740740740740741,0.153846153846154
Pinnacle West,Utilities,Electric Utilities,North America,United States,6,3.5,0.4,13.5,1709,http://www.forbes.com/companies/pinnacle-west/,0.0296296296296296,0.114285714285714
BOK Financial,Financials,Regional Banks,North America,United States,4.9,1.3,0.3,27,1711,http://www.forbes.com/companies/bok-financial/,0.0111111111111111,0.230769230769231
Hudson City Bancorp,Financials,Thrifts & Mortgage Finance,North America,United States,5.2,1.4,0.2,38.6,1712,http://www.forbes.com/companies/hudson-city-bancorp/,0.00518134715025907,0.142857142857143
Guaranty Trust Bank,Financials,Regional Banks,Africa,Nigeria,4.7,1.5,0.6,13.1,1713,http://www.forbes.com/companies/guaranty-trust-bank/,0.0458015267175573,0.4
Ogaki Kyoritsu Bank,Financials,Regional Banks,Asia,Japan,1,1,0.1,46.3,1713,http://www.forbes.com/companies/ogaki-kyoritsu-bank/,0.00215982721382289,0.1
Gansu Jiu Steel Group Hongxing Iron & Steel,Materials,Iron & Steel,Asia,China,2.2,13.1,-0.4,9.9,1715,http://www.forbes.com/companies/gansu-jiu-steel-group-hongxing-iron-steel/,-0.0404040404040404,-0.0305343511450382
Realogy Holdings,,,North America,United States,6.4,5.3,0.4,7.3,1716,http://www.forbes.com/companies/realogy-holdings/,0.0547945205479452,0.0754716981132076
Daishi Bank,Financials,Regional Banks,Asia,Japan,1.3,0.9,0.1,46.1,1717,http://www.forbes.com/companies/daishi-bank/,0.00216919739696312,0.111111111111111
Kansas City Southern,Industrials,Railroads,North America,United States,11.4,2.4,0.4,7.4,1718,http://www.forbes.com/companies/kansas-city-southern/,0.0540540540540541,0.166666666666667
Alinma Bank,Financials,Regional Banks,Asia,Saudi Arabia,7.5,0.7,0.3,16.8,1719,http://www.forbes.com/companies/alinma-bank/,0.0178571428571429,0.428571428571429
Shiga Bank,Financials,Regional Banks,Asia,Japan,1.4,0.9,0.1,45.8,1719,http://www.forbes.com/companies/shiga-bank/,0.00218340611353712,0.111111111111111
Suruga Bank,Financials,Regional Banks,Asia,Japan,4.5,1.2,0.3,37.2,1719,http://www.forbes.com/companies/suruga-bank/,0.00806451612903226,0.25
Royal Boskalis,Industrials,Construction Services,Europe,Netherlands,6.6,4.7,0.5,7.9,1722,http://www.forbes.com/companies/royal-boskalis/,0.0632911392405063,0.106382978723404
SQM,Materials,Diversified Chemicals,South America,Chile,8.3,2.2,0.5,4.8,1722,http://www.forbes.com/companies/sqm/,0.104166666666667,0.227272727272727
Toho Bank,Financials,Regional Banks,Asia,Japan,0.9,0.6,0.1,45.8,1722,http://www.forbes.com/companies/toho-bank/,0.00218340611353712,0.166666666666667
Aboitiz Equity Ventures,Industrials,Conglomerates,Asia,Philippines,7,1.9,0.6,4.6,1725,http://www.forbes.com/companies/aboitiz-equity-ventures/,0.130434782608696,0.315789473684211
McCormick & Co,Consumer Staples,Food Processing,North America,United States,9.3,4.2,0.4,4.4,1725,http://www.forbes.com/companies/mccormick-co/,0.0909090909090909,0.0952380952380952
Jabil Circuit,Information Technology,Electronics,North America,United States,3.7,17.5,0.3,8.1,1727,http://www.forbes.com/companies/jabil-circuit/,0.037037037037037,0.0171428571428571
Dick's Sporting Goods,Consumer Discretionary,Specialty Stores,North America,United States,6.8,6.2,0.3,3.1,1727,http://www.forbes.com/companies/dicks-sporting-goods/,0.0967741935483871,0.0483870967741935
Murphy USA,Consumer Discretionary,Specialty Stores,North America,United States,1.9,18.1,0.2,1.9,1727,http://www.forbes.com/companies/murphy-usa/,0.105263157894737,0.0110497237569061
Varian Medical Systems,Health Care,Medical Equipment & Supplies,North America,United States,8.7,3,0.4,3.4,1730,http://www.forbes.com/companies/varian-medical-systems/,0.117647058823529,0.133333333333333
Hainan Airlines,Industrials,Airline,Asia,China,3.6,4.8,0.3,17.1,1731,http://www.forbes.com/companies/hainan-airlines/,0.0175438596491228,0.0625
MeadWestvaco,Materials,Paper & Paper Products,North America,United States,6.7,5.4,0.3,10.3,1732,http://www.forbes.com/companies/meadwestvaco/,0.029126213592233,0.0555555555555556
Banca Popolare di Sondrio,Financials,Regional Banks,Europe,Italy,2.2,2.1,0.1,45.2,1733,http://www.forbes.com/companies/banca-popolare-di-sondrio/,0.00221238938053097,0.0476190476190476
Indian Bank,Financials,Regional Banks,Asia,India,0.9,2.8,0.3,30,1734,http://www.forbes.com/companies/indian-bank/,0.01,0.107142857142857
Honbridge Holdings,,,Asia,Hong Kong,1.3,0,1.2,2,1734,http://www.forbes.com/companies/honbridge-holdings/,0.6,∞
Umicore,Materials,Diversified Metals & Mining,Europe,Belgium,5.6,13,0.2,4.8,1736,http://www.forbes.com/companies/umicore/,0.0416666666666667,0.0153846153846154
Abu Dhabi Islamic Bank,Financials,Regional Banks,Asia,United Arab Emirates,4.8,1.3,0.3,28.1,1736,http://www.forbes.com/companies/abu-dhabi-islamic-bank/,0.0106761565836299,0.230769230769231
Orient,Financials,Consumer Financial Services,Asia,Japan,1.6,2.1,0.1,45.1,1738,http://www.forbes.com/companies/orient/,0.00221729490022173,0.0476190476190476
VeriSign,Information Technology,Software & Programming,North America,United States,7.2,1,0.5,2.7,1739,http://www.forbes.com/companies/verisign/,0.185185185185185,0.5
Great Wall Technology,Consumer Discretionary,Consumer Electronics,Asia,China,0.5,15.1,0,9,1740,http://www.forbes.com/companies/great-wall-technology/,0,0
CVR Energy,Energy,Oil & Gas Operations,North America,United States,3.8,9,0.4,3.7,1741,http://www.forbes.com/companies/cvr-energy/,0.108108108108108,0.0444444444444444
Hellenic Petroleum,Energy,Oil & Gas Operations,Europe,Greece,3.1,12.8,-0.4,9.9,1741,http://www.forbes.com/companies/hellenic-petroleum/,-0.0404040404040404,-0.03125
Balfour Beatty,Industrials,Construction Services,Europe,United Kingdom,3.4,13.7,0,9.5,1743,http://www.forbes.com/companies/balfour-beatty/,0,0
Bilfinger,Industrials,Construction Services,Europe,Germany,5.6,11.2,0.2,9,1743,http://www.forbes.com/companies/bilfinger/,0.0222222222222222,0.0178571428571429
Monster Beverage,Consumer Staples,Beverages,North America,United States,11.9,2.2,0.3,1.4,1745,http://www.forbes.com/companies/monster-beverage/,0.214285714285714,0.136363636363636
SpareBank 1 SR-Bank,Financials,Regional Banks,Europe,Norway,2.6,1.3,0.3,25.9,1745,http://www.forbes.com/companies/sparebank-1-sr-bank/,0.0115830115830116,0.230769230769231
Taiwan Business Bank,Financials,Regional Banks,Asia,Taiwan,1.6,0.9,0.1,44.6,1747,http://www.forbes.com/companies/taiwan-business-bank/,0.00224215246636771,0.111111111111111
Indian Overseas Bank,Financials,Regional Banks,Asia,India,1,4.1,0.1,41.9,1748,http://www.forbes.com/companies/indian-overseas-bank/,0.00238663484486874,0.024390243902439
Nine Entertainment Co. Holdings Pty,,,Australia,Australia,2.1,1.3,1.2,3.1,1748,http://www.forbes.com/companies/nine-entertainment/,0.387096774193548,0.923076923076923
Chinese Estates,Financials,Real Estate,Asia,Hong Kong,4.7,0.9,0.8,9.8,1750,http://www.forbes.com/companies/chinese-estates/,0.0816326530612245,0.888888888888889
Basler Kantonalbank,Financials,Regional Banks,Europe,Switzerland,2.6,0.9,0.1,44.1,1750,http://www.forbes.com/companies/basler-kantonalbank/,0.00226757369614512,0.111111111111111
Commercial International Bank,Financials,Regional Banks,Africa,Egypt,4.8,1.7,0.4,16.4,1750,http://www.forbes.com/companies/commercial-international-bank/,0.024390243902439,0.235294117647059
East West Bancorp,Financials,Regional Banks,North America,United States,5.3,1.1,0.3,24.7,1753,http://www.forbes.com/companies/east-west-bancorp/,0.0121457489878543,0.272727272727273
Gannett,Consumer Discretionary,Printing & Publishing,North America,United States,6.4,5.2,0.4,9.2,1754,http://www.forbes.com/companies/gannett/,0.0434782608695652,0.0769230769230769
Credito Emiliano,Financials,Regional Banks,Europe,Italy,3.4,2,0.2,43.4,1755,http://www.forbes.com/companies/credito-emiliano/,0.00460829493087558,0.1
Illumina,Health Care,Biotechs,North America,United States,20.1,1.4,0.1,3,1756,http://www.forbes.com/companies/illumina/,0.0333333333333333,0.0714285714285714
Nelnet,Financials,Consumer Financial Services,North America,United States,1.9,1.1,0.3,27.8,1757,http://www.forbes.com/companies/nelnet/,0.0107913669064748,0.272727272727273
SVB Financial Group,Financials,Regional Banks,North America,United States,5.9,1.4,0.2,26.5,1758,http://www.forbes.com/companies/svb-financial-group/,0.00754716981132075,0.142857142857143
Church & Dwight,Consumer Staples,Household/Personal Care,North America,United States,9.4,3.2,0.4,4.3,1759,http://www.forbes.com/companies/church-dwight/,0.0930232558139535,0.125
LG Uplus,Telecommunication Services,Telecommunications services,Asia,South Korea,4.3,10.5,0.3,11.2,1759,http://www.forbes.com/companies/lg-uplus/,0.0267857142857143,0.0285714285714286
Credit Saison,Financials,Consumer Financial Services,Asia,Japan,3.6,3.2,0.4,21.2,1761,http://www.forbes.com/companies/credit-saison/,0.0188679245283019,0.125
Mercuries & Associates,Consumer Discretionary,Department Stores,Asia,Taiwan,0.5,5.2,0,23.1,1762,http://www.forbes.com/companies/mercuries-associates/,0,0
Guangzhou Automobile Group Co. Ltd.,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,7.4,3,0.4,9.5,1763,http://www.forbes.com/companies/guangzhou-automobile/,0.0421052631578947,0.133333333333333
